"stamp","created_at","reason","residency","language"
"6360","2015-06-06T07:49:05.000","Empleo","PR.GB, PR","spanish"
"6359","2015-06-06T07:47:41.000","Vivienda","PR.IS, PR","spanish"
"6358","2015-06-06T07:47:21.000","Empleo","PR.PO, PR","spanish"
"6357","2015-06-06T07:47:17.000","Empleo","PR.SJ, PR","spanish"
"6356","2015-06-06T07:44:00.000","Empleo","PR.MV, PR","spanish"
"6355","2015-06-06T07:40:27.000","Empleo","PR.SJ, PR","spanish"
"6354","2015-06-06T07:27:05.000","Empleo","PR.CG, PR","spanish"
"6353","2015-06-06T07:22:03.000","Vivienda","PR.CG, PR","spanish"
"6352","2015-06-06T07:09:49.000","Empleo","PR.SL, PR","spanish"
"6351","2015-06-06T06:51:51.000","Empleo","PR.UT, PR","spanish"
"6350","2015-06-06T06:43:54.000","Estudios","PR.CV, PR","spanish"
"6349","2015-06-06T06:09:39.000","Vivienda","PR.SJ, PR","spanish"
"6348","2015-06-06T05:33:20.000","Empleo","PR.RG, PR","spanish"
"6347","2015-06-06T05:13:54.000","Vivienda","PR.AL, PR","spanish"
"6346","2015-06-06T04:42:11.000","Empleo","PR.MV, PR","spanish"
"6345","2015-06-06T04:40:13.000","Empleo","PR.SJ, PR","spanish"
"6344","2015-06-06T04:27:02.000","Vivienda","PR.PO, PR","spanish"
"6343","2015-06-06T03:12:00.000","Empleo","PR.MT, PR","spanish"
"6342","2015-06-06T03:07:04.000","Pasaporte o Visa","PR.CA, PR","spanish"
"6341","2015-06-06T03:03:37.000","Empleo","PR.MT, PR","spanish"
"6340","2015-06-06T03:01:09.000","Empleo","PR.PO, PR","spanish"
"6339","2015-06-06T02:36:49.000","Vivienda","PR.CA, PR","spanish"
"6338","2015-06-06T02:10:38.000","Empleo","PR.TJ, PR","spanish"
"6337","2015-06-06T02:09:05.000","Empleo","PR.RG, PR","spanish"
"6336","2015-06-06T02:07:00.000","Empleo","PR.LQ, PR","spanish"
"6335","2015-06-06T02:03:59.000","Empleo","PR.BY, PR","spanish"
"6334","2015-06-06T02:00:25.000","Empleo","PR.RG, PR","spanish"
"6333","2015-06-06T01:29:03.000","Empleo","PR.PO, PR","spanish"
"6332","2015-06-06T01:13:59.000","Vivienda","PR.HU, PR","spanish"
"6331","2015-06-06T01:11:49.000","Empleo","PR.SL, PR","spanish"
"5518","2015-06-05T12:59:24.000","Empleo","PR.CG, PR","spanish"
"5517","2015-06-05T12:58:32.000","Empleo","PR.BY, PR","spanish"
"5516","2015-06-05T12:58:12.000","Empleo","PR.RG, PR","spanish"
"5515","2015-06-05T12:58:10.000","Vivienda","PR.AB, PR","spanish"
"5514","2015-06-05T12:57:36.000","Empleo","PR.BY, PR","spanish"
"5513","2015-06-05T12:57:16.000","Vivienda","PR.AN, PR","spanish"
"5512","2015-06-05T12:56:56.000","Empleo","PR.BQ, PR","spanish"
"5511","2015-06-05T12:56:50.000","Otros...","PR.SJ, PR","spanish"
"5510","2015-06-05T12:56:14.000","Otros...","PR.CG, PR","spanish"
"5509","2015-06-05T12:55:40.000","Empleo","PR.BY, PR","spanish"
"5508","2015-06-05T12:53:00.000","Estudios","PR.BY, PR","spanish"
"5507","2015-06-05T12:52:19.000","Vivienda","PR.AN, PR","spanish"
"5506","2015-06-05T12:52:05.000","Otros...","PR.JC, PR","spanish"
"5505","2015-06-05T12:52:00.000","Estudios","DO","spanish"
"5504","2015-06-05T12:51:56.000","Empleo","PR.CN, PR","spanish"
"5503","2015-06-05T12:51:56.000","Empleo","PR.CN, PR","spanish"
"5502","2015-06-05T12:51:44.000","Empleo","PR.TJ, PR","spanish"
"5501","2015-06-05T12:51:42.000","Empleo","PR.SJ, PR","spanish"
"5500","2015-06-05T12:51:42.000","Empleo","PR.BY, PR","spanish"
"5499","2015-06-05T12:50:48.000","Empleo","PR.MT, PR","spanish"
"5498","2015-06-05T12:49:53.000","Otros...","PR.CG, PR","spanish"
"5497","2015-06-05T12:49:41.000","Empleo","PR.CB, PR","spanish"
"5496","2015-06-05T12:49:31.000","Empleo","PR.PO, PR","spanish"
"5495","2015-06-05T12:48:59.000","Empleo","PR.CB, PR","spanish"
"5494","2015-06-05T12:48:41.000","Empleo","PR.CA, PR","spanish"
"5493","2015-06-05T12:47:29.000","Empleo","PR.BY, PR","spanish"
"5492","2015-06-05T12:47:09.000","Vivienda","PR.MT, PR","spanish"
"5491","2015-06-05T12:46:40.000","Otros...","PR.SJ, PR","spanish"
"5490","2015-06-05T12:46:37.000","Vivienda","PR.PO, PR","spanish"
"5489","2015-06-05T12:45:58.000","Empleo","PR.PO, PR","spanish"
"5488","2015-06-05T12:44:14.000","Otros...","PR.AR, PR","spanish"
"5487","2015-06-05T12:43:56.000","Empleo","PR.SJ, PR","spanish"
"5486","2015-06-05T12:43:47.000","Empleo","PR.SJ, PR","spanish"
"5485","2015-06-05T12:43:40.000","Otros...","PR.GB, PR","spanish"
"5484","2015-06-05T12:43:33.000","Empleo","PR.VA, PR","spanish"
"5483","2015-06-05T12:43:25.000","Estudios","PR.BY, PR","spanish"
"5482","2015-06-05T12:42:55.000","Empleo","PR.GB, PR","spanish"
"5481","2015-06-05T12:42:51.000","Empleo","PR.CB, PR","spanish"
"5480","2015-06-05T12:42:46.000","Empleo","PR.CG, PR","spanish"
"5479","2015-06-05T12:41:56.000","Empleo","PR.HA, PR","spanish"
"5478","2015-06-05T12:41:46.000","Estudios","PR.SJ, PR","spanish"
"5477","2015-06-05T12:41:16.000","Vivienda","PR.MB, PR","spanish"
"5476","2015-06-05T12:40:51.000","Empleo","PR.CG, PR","spanish"
"5475","2015-06-05T12:40:41.000","Vivienda","PR.SJ, PR","spanish"
"5474","2015-06-05T12:40:01.000","Empleo","PR.SJ, PR","spanish"
"5473","2015-06-05T12:39:56.000","Empleo","PR.BY, PR","spanish"
"5472","2015-06-05T12:39:51.000","Empleo","PR.SJ, PR","spanish"
"5471","2015-06-05T12:39:47.000","Empleo","PR.SJ, PR","spanish"
"5470","2015-06-05T12:39:32.000","Empleo","PR.CN, PR","spanish"
"5469","2015-06-05T12:39:31.000","Estudios","PR.CO, PR","spanish"
"5468","2015-06-05T12:39:19.000","Empleo","PR.LJ, PR","spanish"
"5467","2015-06-05T12:39:17.000","Empleo","PR.NR, PR","spanish"
"5466","2015-06-05T12:38:56.000","Otros...","PR.HA, PR","spanish"
"5465","2015-06-05T12:38:35.000","Otros...","PR.SJ, PR","spanish"
"5464","2015-06-05T12:38:14.000","Empleo","PR.TB, PR","spanish"
"5463","2015-06-05T12:38:01.000","Vivienda","PR.AB, PR","spanish"
"5462","2015-06-05T12:37:19.000","Empleo","PR.CG, PR","spanish"
"5461","2015-06-05T12:37:17.000","Empleo","PR.SJ, PR","spanish"
"5460","2015-06-05T12:37:06.000","Vivienda","PR.AN, PR","spanish"
"5459","2015-06-05T12:37:04.000","Empleo","PR.MG, PR","spanish"
"5458","2015-06-05T12:36:42.000","Patentes o Franquicias","PR.CN, PR","spanish"
"5457","2015-06-05T12:36:07.000","Empleo","PR.MV, PR","spanish"
"5456","2015-06-05T12:36:06.000","Residencia","PR.SB, PR","spanish"
"5455","2015-06-05T12:36:06.000","Empleo","PR.CN, PR","spanish"
"5454","2015-06-05T12:35:51.000","Empleo","PR.PO, PR","spanish"
"5453","2015-06-05T12:35:25.000","Empleo","PR.MT, PR","spanish"
"5452","2015-06-05T12:34:38.000","Empleo","PR.CN, PR","spanish"
"5451","2015-06-05T12:34:34.000","Empleo","PR.UT, PR","spanish"
"5450","2015-06-05T12:34:29.000","Otros...","PR.DO, PR","spanish"
"5449","2015-06-05T12:34:20.000","Empleo","PR.CT, PR","spanish"
"5448","2015-06-05T12:34:05.000","Empleo","PR.GB, PR","spanish"
"5447","2015-06-05T12:33:55.000","Vivienda","PR.BY, PR","spanish"
"5446","2015-06-05T12:33:36.000","Empleo","PR.SJ, PR","spanish"
"5445","2015-06-05T12:32:42.000","Empleo","PR.SI, PR","spanish"
"5444","2015-06-05T12:32:30.000","Empleo","PR.BY, PR","spanish"
"5443","2015-06-05T12:31:40.000","Empleo","PR.MT, PR","spanish"
"5442","2015-06-05T12:31:31.000","Empleo","PR.CG, PR","spanish"
"5441","2015-06-05T12:30:30.000","Vivienda","PR.SJ, PR","spanish"
"5440","2015-06-05T12:30:08.000","Empleo","PR.SJ, PR","spanish"
"5439","2015-06-05T12:29:32.000","Empleo","PR.SJ, PR","spanish"
"5438","2015-06-05T12:29:21.000","Empleo","PR.BY, PR","spanish"
"5437","2015-06-05T12:28:34.000","Empleo","PR.CG, PR","spanish"
"5436","2015-06-05T12:27:50.000","Empleo","PR.CN, PR","spanish"
"5435","2015-06-05T12:27:44.000","Empleo","PR.SA, PR","spanish"
"5434","2015-06-05T12:27:05.000","Estudios","PR.PO, PR","spanish"
"5433","2015-06-05T12:26:41.000","Empleo","PR.SJ, PR","spanish"
"5432","2015-06-05T12:26:09.000","Empleo","PR.GB, PR","spanish"
"5431","2015-06-05T12:25:50.000","Empleo","PR.UT, PR","spanish"
"5430","2015-06-05T12:25:38.000","Empleo","PR.TB, PR","spanish"
"5429","2015-06-05T12:25:10.000","Empleo","PR.CN, PR","spanish"
"5428","2015-06-05T12:24:41.000","Otros...","PR.JD, PR","spanish"
"5427","2015-06-05T12:23:48.000","Estudios","PR.SJ, PR","spanish"
"5426","2015-06-05T12:23:36.000","Empleo","PR.SJ, PR","spanish"
"5425","2015-06-05T12:23:12.000","Empleo","PR.TA, PR","spanish"
"5424","2015-06-05T12:23:06.000","Empleo","PR.BY, PR","spanish"
"5423","2015-06-05T12:22:44.000","Empleo","PR.AD, PR","spanish"
"5422","2015-06-05T12:22:40.000","Estudios","PR.PO, PR","spanish"
"5421","2015-06-05T12:21:45.000","Empleo","PR.VA, PR","spanish"
"5420","2015-06-05T12:21:02.000","Empleo","PR.SL, PR","spanish"
"5419","2015-06-05T12:21:02.000","Otros...","PR.CG, PR","spanish"
"5418","2015-06-05T12:20:47.000","Otros...","PR.BY, PR","spanish"
"5417","2015-06-05T12:20:36.000","Otros...","PR.AL, PR","spanish"
"5416","2015-06-05T12:20:11.000","Empleo","PR.AL, PR","spanish"
"5415","2015-06-05T12:19:59.000","Empleo","PR.SJ, PR","spanish"
"5414","2015-06-05T12:19:33.000","Empleo","PR.JD, PR","spanish"
"5413","2015-06-05T12:19:18.000","Estudios","PR.SJ, PR","spanish"
"5412","2015-06-05T12:19:14.000","Licencia de Armas","PR.CB, PR","spanish"
"5411","2015-06-05T12:19:12.000","Empleo","PR.SA, PR","spanish"
"5410","2015-06-05T12:17:57.000","Estudios","PR.PO, PR","spanish"
"5409","2015-06-05T12:17:14.000","Empleo","PR.MV, PR","spanish"
"5408","2015-06-05T12:16:46.000","Estudios","PR.PO, PR","spanish"
"5407","2015-06-05T12:16:24.000","Empleo","PR.BY, PR","spanish"
"5406","2015-06-05T12:16:06.000","Vivienda","PR.MG, PR","spanish"
"5405","2015-06-05T12:15:46.000","Vivienda","PR.VQ, PR","spanish"
"5404","2015-06-05T12:15:27.000","Empleo","PR.SJ, PR","spanish"
"5403","2015-06-05T12:15:22.000","Otros...","PR.SJ, PR","spanish"
"5402","2015-06-05T12:14:45.000","Otros...","PR.SJ, PR","spanish"
"5401","2015-06-05T12:14:40.000","Licencia de Armas","PR.MG, PR","spanish"
"5400","2015-06-05T12:14:28.000","Empleo","PR.AC, PR","spanish"
"5399","2015-06-05T12:14:18.000","Otros...","PR.GB, PR","spanish"
"5398","2015-06-05T12:14:13.000","Empleo","PR.TA, PR","spanish"
"5397","2015-06-05T12:13:40.000","Empleo","PR.SJ, PR","spanish"
"5396","2015-06-05T12:13:28.000","Empleo","PR.VA, PR","spanish"
"5395","2015-06-05T12:12:49.000","Vivienda","PR.SJ, PR","spanish"
"5394","2015-06-05T12:12:37.000","Empleo","PR.SJ, PR","spanish"
"5393","2015-06-05T12:12:26.000","Empleo","PR.SJ, PR","spanish"
"5392","2015-06-05T12:11:57.000","Estudios","PR.GB, PR","spanish"
"5391","2015-06-05T12:11:20.000","Otros...","PR.VB, PR","spanish"
"5390","2015-06-05T12:11:03.000","Otros...","PR.BY, PR","spanish"
"5389","2015-06-05T12:09:48.000","Estudios","PR.HA, PR","spanish"
"5388","2015-06-05T12:09:20.000","Otros...","PR.SJ, PR","spanish"
"5387","2015-06-05T12:09:19.000","Estudios","PR.AD, PR","spanish"
"5386","2015-06-05T12:08:52.000","Empleo","PR.CN, PR","spanish"
"5385","2015-06-05T12:08:32.000","Otros...","PR.CO, PR","spanish"
"5384","2015-06-05T12:08:28.000","Empleo","PR.PO, PR","spanish"
"5383","2015-06-05T12:08:14.000","Vivienda","PR.CN, PR","spanish"
"5382","2015-06-05T12:07:48.000","Empleo","PR.YB, PR","spanish"
"5381","2015-06-05T12:06:39.000","Otros...","PR.JC, PR","spanish"
"5380","2015-06-05T12:05:42.000","Empleo","PR.HU, PR","spanish"
"5379","2015-06-05T12:05:06.000","Patentes o Franquicias","PR.PO, PR","spanish"
"5378","2015-06-05T12:04:59.000","Empleo","PR.SJ, PR","spanish"
"5377","2015-06-05T12:04:13.000","Otros...","PR.GR, PR","spanish"
"5376","2015-06-05T12:04:09.000","Empleo","PR.SS, PR","spanish"
"5375","2015-06-05T12:03:31.000","Empleo","PR.TB, PR","spanish"
"5374","2015-06-05T12:02:16.000","Empleo","PR.SA, PR","spanish"
"5373","2015-06-05T12:01:36.000","Vivienda","PR.SJ, PR","spanish"
"5372","2015-06-05T12:01:00.000","Empleo","PR.BY, PR","spanish"
"5371","2015-06-05T11:58:24.000","Vivienda","PR.NG, PR","spanish"
"5370","2015-06-05T11:58:11.000","Empleo","PR.SS, PR","spanish"
"5369","2015-06-05T11:58:11.000","Otros...","PR.PO, PR","spanish"
"5368","2015-06-05T11:57:53.000","Empleo","PR.YB, PR","spanish"
"5367","2015-06-05T11:57:46.000","Vivienda","PR.MV, PR","spanish"
"5366","2015-06-05T11:57:45.000","Empleo","PR.CN, PR","spanish"
"5365","2015-06-05T11:57:40.000","Empleo","PR.YU, PR","spanish"
"5364","2015-06-05T11:57:30.000","Empleo","PR.VA, PR","spanish"
"5363","2015-06-05T11:57:03.000","Estudios","PR.CG, PR","spanish"
"5362","2015-06-05T11:57:02.000","Empleo","PR.SJ, PR","spanish"
"5361","2015-06-05T11:56:36.000","Otros...","PR.VA, PR","spanish"
"5360","2015-06-05T11:56:32.000","Empleo","PR.PO, PR","spanish"
"5359","2015-06-05T11:56:24.000","Vivienda","PR.MV, PR","spanish"
"5358","2015-06-05T11:56:02.000","Empleo","PR.BY, PR","spanish"
"5357","2015-06-05T11:55:49.000","Empleo","PR.SJ, PR","spanish"
"5356","2015-06-05T11:55:49.000","Empleo","PR.GR, PR","spanish"
"5355","2015-06-05T11:55:47.000","Empleo","PR.VA, PR","spanish"
"5354","2015-06-05T11:54:18.000","Empleo","PR.CN, PR","spanish"
"5353","2015-06-05T11:54:09.000","Empleo","PR.SJ, PR","spanish"
"5352","2015-06-05T11:53:59.000","Pasaporte o Visa","PR.TB, PR","spanish"
"5351","2015-06-05T11:53:25.000","Empleo","PR.HU, PR","spanish"
"5350","2015-06-05T11:52:33.000","Empleo","PR.AC, PR","spanish"
"5349","2015-06-05T11:51:43.000","Empleo","PR.TB, PR","spanish"
"5348","2015-06-05T11:51:34.000","Patentes o Franquicias","PR.PO, PR","spanish"
"5347","2015-06-05T11:51:23.000","Empleo","PR.SJ, PR","spanish"
"5346","2015-06-05T11:51:21.000","Empleo","PR.VB, PR","spanish"
"5345","2015-06-05T11:49:51.000","Empleo","PR.SJ, PR","spanish"
"5344","2015-06-05T11:49:14.000","Empleo","PR.CR, PR","spanish"
"5343","2015-06-05T11:49:00.000","Vivienda","PR.SG, PR","spanish"
"5342","2015-06-05T11:48:58.000","Estudios","PR.CG, PR","spanish"
"5341","2015-06-05T11:48:33.000","Empleo","PR.PN, PR","spanish"
"5340","2015-06-05T11:45:57.000","Otros...","PR.AB, PR","spanish"
"5339","2015-06-05T11:45:54.000","Estudios","PR.SJ, PR","spanish"
"5338","2015-06-05T11:45:42.000","Empleo","PR.PN, PR","spanish"
"5337","2015-06-05T11:45:41.000","Empleo","PR.CN, PR","spanish"
"5336","2015-06-05T11:45:32.000","Empleo","PR.AC, PR","spanish"
"5335","2015-06-05T11:45:29.000","Empleo","PR.CY, PR","spanish"
"5334","2015-06-05T11:45:21.000","Vivienda","PR.LM, PR","spanish"
"5333","2015-06-05T11:45:14.000","Otros...","PR.BY, PR","spanish"
"5332","2015-06-05T11:45:12.000","Empleo","FL, US","spanish"
"5331","2015-06-05T11:45:06.000","Otros...","PR.PO, PR","spanish"
"5330","2015-06-05T11:44:56.000","Empleo","PR.MT, PR","spanish"
"5329","2015-06-05T11:44:55.000","Empleo","PR.NR, PR","spanish"
"5328","2015-06-05T11:44:15.000","Empleo","PR.AB, PR","spanish"
"5327","2015-06-05T11:43:31.000","Patentes o Franquicias","PR.TB, PR","spanish"
"5326","2015-06-05T11:43:11.000","Empleo","PR.FJ, PR","spanish"
"5325","2015-06-05T11:42:34.000","Empleo","PR.BY, PR","spanish"
"5324","2015-06-05T11:42:25.000","Residencia","PR.VB, PR","spanish"
"5323","2015-06-05T11:41:57.000","Otros...","PR.VA, PR","spanish"
"5322","2015-06-05T11:41:51.000","Empleo","PR.CN, PR","spanish"
"5321","2015-06-05T11:41:28.000","Empleo","PR.GB, PR","spanish"
"5320","2015-06-05T11:41:15.000","Otros...","PR.JD, PR","spanish"
"5319","2015-06-05T11:40:56.000","Otros...","PR.CO, PR","spanish"
"5318","2015-06-05T11:40:54.000","Otros...","PR.SJ, PR","spanish"
"5317","2015-06-05T11:40:39.000","Empleo","PR.SJ, PR","spanish"
"5316","2015-06-05T11:40:32.000","Empleo","PR.YB, PR","spanish"
"5315","2015-06-05T11:40:17.000","Otros...","PR.PO, PR","spanish"
"5314","2015-06-05T11:40:10.000","Patentes o Franquicias","PR.SJ, PR","spanish"
"5313","2015-06-05T11:40:09.000","Empleo","PR.MB, PR","spanish"
"5312","2015-06-05T11:40:03.000","Empleo","PR.SJ, PR","spanish"
"5311","2015-06-05T11:39:36.000","Empleo","PR.CN, PR","spanish"
"5310","2015-06-05T11:39:28.000","Empleo","PR.CZ, PR","spanish"
"5309","2015-06-05T11:39:04.000","Otros...","AK, US","spanish"
"5308","2015-06-05T11:38:46.000","Vivienda","PR.SI, PR","spanish"
"5307","2015-06-05T11:38:19.000","Empleo","PR.TJ, PR","spanish"
"5306","2015-06-05T11:37:49.000","Empleo","PR.NR, PR","spanish"
"5305","2015-06-05T11:37:15.000","Empleo","PR.FL, PR","spanish"
"5304","2015-06-05T11:37:13.000","Empleo","PR.FJ, PR","spanish"
"5303","2015-06-05T11:36:23.000","Vivienda","PR.MB, PR","spanish"
"5302","2015-06-05T11:35:39.000","Empleo","PR.GL, PR","spanish"
"5301","2015-06-05T11:35:28.000","Empleo","PR.AC, PR","spanish"
"5300","2015-06-05T11:34:50.000","Empleo","PR.PN, PR","spanish"
"5299","2015-06-05T11:34:42.000","Otros...","PR.CG, PR","spanish"
"5298","2015-06-05T11:34:01.000","Empleo","PR.BY, PR","spanish"
"5297","2015-06-05T11:33:46.000","Empleo","PR.BY, PR","spanish"
"5296","2015-06-05T11:33:25.000","Otros...","PR.TB, PR","spanish"
"5295","2015-06-05T11:33:13.000","Empleo","PR.CL, PR","spanish"
"5294","2015-06-05T11:32:51.000","Empleo","PR.FJ, PR","spanish"
"5293","2015-06-05T11:32:26.000","Empleo","PR.SB, PR","spanish"
"5292","2015-06-05T11:32:11.000","Empleo","PR.SA, PR","spanish"
"5291","2015-06-05T11:31:52.000","Vivienda","PR.CV, PR","spanish"
"5290","2015-06-05T11:31:48.000","Empleo","PR.NR, PR","spanish"
"5289","2015-06-05T11:29:42.000","Empleo","PR.TJ, PR","spanish"
"5288","2015-06-05T11:28:15.000","Empleo","PR.MV, PR","spanish"
"5287","2015-06-05T11:27:46.000","Empleo","PR.BY, PR","spanish"
"5286","2015-06-05T11:27:21.000","Empleo","PR.CG, PR","spanish"
"5285","2015-06-05T11:27:16.000","Vivienda","PR.SI, PR","spanish"
"5284","2015-06-05T11:26:54.000","Empleo","PR.HA, PR","spanish"
"5283","2015-06-05T11:26:30.000","Empleo","PR.CV, PR","spanish"
"5282","2015-06-05T11:26:15.000","Pasaporte o Visa","PR.LR, PR","spanish"
"5281","2015-06-05T11:26:09.000","Estudios","PR.CD, PR","spanish"
"5280","2015-06-05T11:26:07.000","Vivienda","PR.GC, PR","spanish"
"5279","2015-06-05T11:25:58.000","Empleo","PR.CN, PR","spanish"
"5278","2015-06-05T11:25:48.000","Empleo","PR.CN, PR","spanish"
"5277","2015-06-05T11:25:27.000","Empleo","PR.CY, PR","spanish"
"5276","2015-06-05T11:25:22.000","Empleo","PR.CG, PR","spanish"
"5275","2015-06-05T11:25:09.000","Empleo","PR.TB, PR","spanish"
"5274","2015-06-05T11:25:07.000","Empleo","PR.HO, PR","spanish"
"5273","2015-06-05T11:24:00.000","Empleo","PR.BQ, PR","spanish"
"5272","2015-06-05T11:23:16.000","Vivienda","PR.AB, PR","spanish"
"5271","2015-06-05T11:22:58.000","Estudios","PR.GB, PR","spanish"
"5270","2015-06-05T11:22:45.000","Vivienda","PR.SJ, PR","spanish"
"5269","2015-06-05T11:22:39.000","Residencia","PR.BQ, PR","spanish"
"5268","2015-06-05T11:22:09.000","Patentes o Franquicias","PR.SG, PR","spanish"
"5267","2015-06-05T11:21:44.000","Otros...","PR.SJ, PR","spanish"
"5266","2015-06-05T11:21:37.000","Residencia","PR.CN, PR","spanish"
"5265","2015-06-05T11:21:24.000","Vivienda","PR.SI, PR","spanish"
"5264","2015-06-05T11:20:47.000","Vivienda","PR.SJ, PR","spanish"
"5263","2015-06-05T11:20:23.000","Empleo","PR.SA, PR","spanish"
"5262","2015-06-05T11:20:18.000","Empleo","PR.HO, PR","spanish"
"5261","2015-06-05T11:19:53.000","Vivienda","PR.MG, PR","spanish"
"5260","2015-06-05T11:19:13.000","Vivienda","PR.TJ, PR","spanish"
"5259","2015-06-05T11:18:38.000","Empleo","PR.LP, PR","spanish"
"5258","2015-06-05T11:18:35.000","Empleo","PR.CN, PR","spanish"
"5257","2015-06-05T11:18:02.000","Otros...","PR.IS, PR","spanish"
"5256","2015-06-05T11:17:50.000","Empleo","PR.CG, PR","spanish"
"5255","2015-06-05T11:17:35.000","Vivienda","PR.TJ, PR","spanish"
"5254","2015-06-05T11:17:26.000","Otros...","PR.GB, PR","spanish"
"5253","2015-06-05T11:16:43.000","Otros...","PR.VA, PR","spanish"
"5252","2015-06-05T11:16:39.000","Patentes o Franquicias","PR.SG, PR","spanish"
"5251","2015-06-05T11:16:06.000","Empleo","PR.PO, PR","spanish"
"5250","2015-06-05T11:15:38.000","Empleo","PR.CZ, PR","spanish"
"5249","2015-06-05T11:15:28.000","Empleo","PR.CG, PR","spanish"
"5248","2015-06-05T11:15:21.000","Vivienda","PR.FL, PR","spanish"
"5247","2015-06-05T11:15:19.000","Otros...","PR.CN, PR","spanish"
"5246","2015-06-05T11:15:16.000","Vivienda","PR.SJ, PR","spanish"
"5245","2015-06-05T11:14:57.000","Empleo","PR.VL, PR","spanish"
"5244","2015-06-05T11:14:23.000","Empleo","PR.SJ, PR","spanish"
"5243","2015-06-05T11:14:11.000","Empleo","PR.HA, PR","spanish"
"5242","2015-06-05T11:13:56.000","Estudios","PR.SJ, PR","spanish"
"5241","2015-06-05T11:13:37.000","Empleo","PR.MG, PR","spanish"
"5240","2015-06-05T11:13:36.000","Vivienda","PR.LM, PR","spanish"
"5239","2015-06-05T11:13:31.000","Empleo","PR.MV, PR","spanish"
"5238","2015-06-05T11:13:30.000","Empleo","PR.HO, PR","spanish"
"5237","2015-06-05T11:13:18.000","Empleo","PR.CN, PR","spanish"
"5236","2015-06-05T11:13:01.000","Empleo","PR.TJ, PR","spanish"
"5235","2015-06-05T11:12:55.000","Vivienda","PR.CA, PR","spanish"
"5234","2015-06-05T11:12:41.000","Empleo","PR.LR, PR","spanish"
"5233","2015-06-05T11:12:18.000","Empleo","PR.MG, PR","spanish"
"5232","2015-06-05T11:11:27.000","Empleo","PR.SJ, PR","spanish"
"5231","2015-06-05T11:10:04.000","Empleo","PR.HO, PR","spanish"
"5230","2015-06-05T11:10:04.000","Vivienda","PR.FL, PR","spanish"
"5229","2015-06-05T11:09:36.000","Empleo","PR.CG, PR","spanish"
"5228","2015-06-05T11:09:21.000","Empleo","PR.FJ, PR","spanish"
"5227","2015-06-05T11:09:16.000","Empleo","PR.CD, PR","spanish"
"5226","2015-06-05T11:09:15.000","Patentes o Franquicias","PR.GM, PR","spanish"
"5225","2015-06-05T11:09:13.000","Empleo","PR.TJ, PR","spanish"
"5224","2015-06-05T11:08:53.000","Otros...","PR.BY, PR","spanish"
"5223","2015-06-05T11:08:41.000","Vivienda","PR.TJ, PR","spanish"
"5222","2015-06-05T11:08:33.000","Empleo","PR.MT, PR","spanish"
"5221","2015-06-05T11:07:28.000","Vivienda","PR.CA, PR","spanish"
"5220","2015-06-05T11:07:22.000","Empleo","PR.CL, PR","spanish"
"5219","2015-06-05T11:07:14.000","Vivienda","PR.SJ, PR","spanish"
"5218","2015-06-05T11:06:53.000","Empleo","PR.HA, PR","spanish"
"5217","2015-06-05T11:05:12.000","Empleo","PR.PN, PR","spanish"
"5216","2015-06-05T11:04:56.000","Empleo","PR.VL, PR","spanish"
