"stamp","created_at","reason","residency","language"
"5215","2015-06-05T11:04:41.000","Empleo","PR.CR, PR","spanish"
"5214","2015-06-05T11:03:42.000","Empleo","PR.SJ, PR","spanish"
"5213","2015-06-05T11:03:32.000","Empleo","PR.CA, PR","spanish"
"5212","2015-06-05T11:03:22.000","Patentes o Franquicias","PR.SG, PR","spanish"
"5211","2015-06-05T11:02:38.000","Empleo","PR.SJ, PR","spanish"
"5210","2015-06-05T11:02:23.000","Empleo","PR.GB, PR","spanish"
"5209","2015-06-05T11:02:17.000","Empleo","PR.SJ, PR","spanish"
"5208","2015-06-05T11:01:52.000","Empleo","PR.PO, PR","spanish"
"5207","2015-06-05T11:01:18.000","Empleo","PR.JC, PR","spanish"
"5206","2015-06-05T11:01:00.000","Empleo","PR.CN, PR","spanish"
"5205","2015-06-05T11:00:58.000","Otros...","PR.SJ, PR","spanish"
"5204","2015-06-05T11:00:56.000","Empleo","PR.AL, PR","spanish"
"5203","2015-06-05T11:00:20.000","Empleo","PR.MV, PR","spanish"
"5202","2015-06-05T10:58:39.000","Empleo","PR.CG, PR","spanish"
"5201","2015-06-05T10:58:37.000","Otros...","PR.JD, PR","spanish"
"5200","2015-06-05T10:58:30.000","Estudios","PR.GB, PR","spanish"
"5199","2015-06-05T10:57:55.000","Estudios","PR.UT, PR","spanish"
"5198","2015-06-05T10:56:55.000","Estudios","PR.BC, PR","spanish"
"5197","2015-06-05T10:56:48.000","Empleo","PR.SJ, PR","spanish"
"5196","2015-06-05T10:56:47.000","Otros...","PR.BY, PR","spanish"
"5195","2015-06-05T10:56:41.000","Empleo","PR.AD, PR","spanish"
"5194","2015-06-05T10:56:22.000","Empleo","PR.BY, PR","spanish"
"5193","2015-06-05T10:55:31.000","Otros...","PR.SJ, PR","spanish"
"5192","2015-06-05T10:54:11.000","Estudios","PR.SJ, PR","spanish"
"5191","2015-06-05T10:53:56.000","Empleo","PR.RG, PR","spanish"
"5190","2015-06-05T10:53:38.000","Empleo","PR.CO, PR","spanish"
"5189","2015-06-05T10:53:07.000","Empleo","PR.SJ, PR","spanish"
"5188","2015-06-05T10:52:58.000","Empleo","PR.GR, PR","spanish"
"5187","2015-06-05T10:52:43.000","Otros...","PR.SJ, PR","spanish"
"5186","2015-06-05T10:52:12.000","Vivienda","PR.CT, PR","spanish"
"5185","2015-06-05T10:52:01.000","Empleo","PR.AJ, PR","spanish"
"5184","2015-06-05T10:51:55.000","Vivienda","PR.LM, PR","spanish"
"5183","2015-06-05T10:51:47.000","Empleo","PR.IS, PR","spanish"
"5182","2015-06-05T10:51:20.000","Empleo","PR.CV, PR","spanish"
"5181","2015-06-05T10:51:15.000","Empleo","PR.CG, PR","spanish"
"5180","2015-06-05T10:51:10.000","Empleo","PR.VB, PR","spanish"
"5179","2015-06-05T10:50:40.000","Otros...","PR.AC, PR","spanish"
"5178","2015-06-05T10:50:04.000","Empleo","PR.CN, PR","spanish"
"5177","2015-06-05T10:49:56.000","Otros...","PR.JC, PR","spanish"
"5176","2015-06-05T10:49:46.000","Otros...","PR.BY, PR","spanish"
"5175","2015-06-05T10:49:34.000","Residencia","PR.TA, PR","spanish"
"5174","2015-06-05T10:49:27.000","Vivienda","PR.LM, PR","spanish"
"5173","2015-06-05T10:49:21.000","Empleo","PR.JC, PR","spanish"
"5172","2015-06-05T10:49:15.000","Empleo","DO","spanish"
"5171","2015-06-05T10:48:53.000","Estudios","PR.CN, PR","spanish"
"5170","2015-06-05T10:48:30.000","Empleo","PR.AC, PR","spanish"
"5169","2015-06-05T10:48:16.000","Empleo","PR.SJ, PR","spanish"
"5168","2015-06-05T10:47:58.000","Empleo","PR.TJ, PR","spanish"
"5167","2015-06-05T10:47:58.000","Empleo","PR.SJ, PR","spanish"
"5166","2015-06-05T10:47:46.000","Otros...","PR.PO, PR","spanish"
"5165","2015-06-05T10:47:27.000","Empleo","PR.CN, PR","spanish"
"5164","2015-06-05T10:47:24.000","Empleo","PR.HU, PR","spanish"
"5163","2015-06-05T10:47:21.000","Vivienda","PR.CY, PR","spanish"
"5162","2015-06-05T10:47:17.000","Empleo","PR.NG, PR","spanish"
"5161","2015-06-05T10:46:47.000","Vivienda","PR.MG, PR","spanish"
"5160","2015-06-05T10:46:36.000","Estudios","PR.FL, PR","spanish"
"5159","2015-06-05T10:46:18.000","Empleo","PR.YU, PR","spanish"
"5158","2015-06-05T10:46:09.000","Empleo","PR.SS, PR","spanish"
"5157","2015-06-05T10:45:56.000","Empleo","PR.SJ, PR","spanish"
"5156","2015-06-05T10:45:39.000","Empleo","PR.TJ, PR","spanish"
"5155","2015-06-05T10:45:27.000","Empleo","PR.HO, PR","spanish"
"5154","2015-06-05T10:44:35.000","Empleo","PR.OR, PR","spanish"
"5153","2015-06-05T10:44:21.000","Empleo","PR.CL, PR","spanish"
"5152","2015-06-05T10:43:37.000","Empleo","PR.AB, PR","spanish"
"5151","2015-06-05T10:42:56.000","Empleo","PR.BY, PR","spanish"
"5150","2015-06-05T10:42:42.000","Otros...","PR.PO, PR","spanish"
"5149","2015-06-05T10:42:39.000","Other...","PR.PO, PR","english"
"5148","2015-06-05T10:42:17.000","Empleo","PR.VA, PR","spanish"
"5147","2015-06-05T10:42:14.000","Empleo","PR.SJ, PR","spanish"
"5146","2015-06-05T10:40:56.000","Empleo","PR.NR, PR","spanish"
"5145","2015-06-05T10:40:47.000","Empleo","PR.TB, PR","spanish"
"5144","2015-06-05T10:40:44.000","Empleo","PR.SJ, PR","spanish"
"5143","2015-06-05T10:40:44.000","Empleo","PR.CY, PR","spanish"
"5142","2015-06-05T10:40:37.000","Otros...","PR.SJ, PR","spanish"
"5141","2015-06-05T10:40:03.000","Empleo","PR.CG, PR","spanish"
"5140","2015-06-05T10:38:52.000","Empleo","DO","spanish"
"5139","2015-06-05T10:38:35.000","Empleo","PR.HO, PR","spanish"
"5138","2015-06-05T10:38:28.000","Empleo","PR.SJ, PR","spanish"
"5137","2015-06-05T10:38:19.000","Otros...","PR.BY, PR","spanish"
"5136","2015-06-05T10:38:16.000","Empleo","PR.TB, PR","spanish"
"5135","2015-06-05T10:38:02.000","Empleo","PR.VQ, PR","spanish"
"5134","2015-06-05T10:37:27.000","Empleo","PR.AC, PR","spanish"
"5133","2015-06-05T10:37:05.000","Empleo","PR.MV, PR","spanish"
"5132","2015-06-05T10:36:57.000","Empleo","PR.GB, PR","spanish"
"5131","2015-06-05T10:36:57.000","Empleo","PR.PO, PR","spanish"
"5130","2015-06-05T10:36:32.000","Vivienda","PR.TJ, PR","spanish"
"5129","2015-06-05T10:36:13.000","Otros...","PR.PO, PR","spanish"
"5128","2015-06-05T10:35:58.000","Empleo","PR.SJ, PR","spanish"
"5127","2015-06-05T10:35:48.000","Vivienda","PR.CD, PR","spanish"
"5126","2015-06-05T10:35:37.000","Vivienda","PR.CL, PR","spanish"
"5125","2015-06-05T10:33:51.000","Empleo","PR.FL, PR","spanish"
"5124","2015-06-05T10:33:49.000","Vivienda","PR.CB, PR","spanish"
"5123","2015-06-05T10:33:10.000","Empleo","PR.CN, PR","spanish"
"5122","2015-06-05T10:32:57.000","Empleo","PR.AL, PR","spanish"
"5121","2015-06-05T10:30:05.000","Empleo","PR.IS, PR","spanish"
"5120","2015-06-05T10:29:09.000","Empleo","PR.CN, PR","spanish"
"5119","2015-06-05T10:29:08.000","Empleo","PR.BY, PR","spanish"
"5118","2015-06-05T10:28:29.000","Empleo","PR.RG, PR","spanish"
"5117","2015-06-05T10:28:28.000","Empleo","PR.LP, PR","spanish"
"5116","2015-06-05T10:28:13.000","Empleo","PR.CG, PR","spanish"
"5115","2015-06-05T10:27:16.000","Vivienda","PR.HA, PR","spanish"
"5114","2015-06-05T10:25:45.000","Empleo","PR.PN, PR","spanish"
"5113","2015-06-05T10:25:40.000","Patentes o Franquicias","PR.CV, PR","spanish"
"5112","2015-06-05T10:25:31.000","Empleo","PR.JC, PR","spanish"
"5111","2015-06-05T10:25:23.000","Estudios","PR.CN, PR","spanish"
"5110","2015-06-05T10:24:43.000","Empleo","PR.MG, PR","spanish"
"5109","2015-06-05T10:23:41.000","Otros...","PR.CA, PR","spanish"
"5108","2015-06-05T10:23:28.000","Empleo","PR.AL, PR","spanish"
"5107","2015-06-05T10:23:22.000","Otros...","PR.BQ, PR","spanish"
"5106","2015-06-05T10:22:57.000","Empleo","PR.HU, PR","spanish"
"5105","2015-06-05T10:22:47.000","Estudios","PR.SJ, PR","spanish"
"5104","2015-06-05T10:22:01.000","Patentes o Franquicias","PR.SB, PR","spanish"
"5103","2015-06-05T10:21:27.000","Empleo","PR.YU, PR","spanish"
"5102","2015-06-05T10:21:06.000","Empleo","PR.PN, PR","spanish"
"5101","2015-06-05T10:20:54.000","Empleo","PR.HU, PR","spanish"
"5100","2015-06-05T10:20:49.000","Empleo","PR.TB, PR","spanish"
"5099","2015-06-05T10:20:46.000","Empleo","PR.CN, PR","spanish"
"5098","2015-06-05T10:20:23.000","Empleo","DO","spanish"
"5097","2015-06-05T10:19:48.000","Empleo","PR.SJ, PR","spanish"
"5096","2015-06-05T10:19:45.000","Empleo","PR.CN, PR","spanish"
"5095","2015-06-05T10:19:13.000","Empleo","PR.AC, PR","spanish"
"5094","2015-06-05T10:19:07.000","Empleo","PR.VQ, PR","spanish"
"5093","2015-06-05T10:19:06.000","Vivienda","PR.TJ, PR","spanish"
"5092","2015-06-05T10:18:59.000","Empleo","PR.VA, PR","spanish"
"5091","2015-06-05T10:18:45.000","Empleo","PR.VA, PR","spanish"
"5090","2015-06-05T10:18:26.000","Vivienda","PR.CO, PR","spanish"
"5089","2015-06-05T10:17:14.000","Empleo","PR.SL, PR","spanish"
"5088","2015-06-05T10:16:32.000","Vivienda","PR.TJ, PR","spanish"
"5087","2015-06-05T10:16:30.000","Vivienda","PR.FL, PR","spanish"
"5086","2015-06-05T10:15:30.000","Empleo","PR.LP, PR","spanish"
"5085","2015-06-05T10:15:22.000","Licencia de Armas","PR.SJ, PR","spanish"
"5084","2015-06-05T10:15:05.000","Empleo","PR.PN, PR","spanish"
"5083","2015-06-05T10:14:45.000","Empleo","PR.VB, PR","spanish"
"5082","2015-06-05T10:14:42.000","Empleo","PR.GB, PR","spanish"
"5081","2015-06-05T10:14:42.000","Estudios","PR.RC, PR","spanish"
"5080","2015-06-05T10:14:17.000","Empleo","PR.TA, PR","spanish"
"5079","2015-06-05T10:14:17.000","Empleo","PR.TB, PR","spanish"
"5078","2015-06-05T10:14:13.000","Estudios","PR.CN, PR","spanish"
"5077","2015-06-05T10:14:13.000","Empleo","PR.VA, PR","spanish"
"5076","2015-06-05T10:14:01.000","Empleo","PR.CN, PR","spanish"
"5075","2015-06-05T10:13:39.000","Empleo","PR.PN, PR","spanish"
"5074","2015-06-05T10:12:31.000","Empleo","PR.IS, PR","spanish"
"5073","2015-06-05T10:12:25.000","Otros...","PR.JC, PR","spanish"
"5072","2015-06-05T10:12:03.000","Empleo","PR.RC, PR","spanish"
"5071","2015-06-05T10:11:59.000","Empleo","PR.SJ, PR","spanish"
"5070","2015-06-05T10:11:44.000","Empleo","PR.CL, PR","spanish"
"5069","2015-06-05T10:10:46.000","Empleo","PR.AI, PR","spanish"
"5068","2015-06-05T10:10:43.000","Vivienda","PR.FL, PR","spanish"
"5067","2015-06-05T10:09:57.000","Otros...","PR.IS, PR","spanish"
"5066","2015-06-05T10:09:45.000","Empleo","PR.SL, PR","spanish"
"5065","2015-06-05T10:09:35.000","Empleo","PR.CD, PR","spanish"
"5064","2015-06-05T10:08:43.000","Empleo","PR.VA, PR","spanish"
"5063","2015-06-05T10:08:38.000","Vivienda","PR.TJ, PR","spanish"
"5062","2015-06-05T10:08:38.000","Estudios","PR.SJ, PR","spanish"
"5061","2015-06-05T10:08:37.000","Otros...","PR.TA, PR","spanish"
"5060","2015-06-05T10:08:19.000","Empleo","PR.LP, PR","spanish"
"5059","2015-06-05T10:07:59.000","Otros...","PR.SJ, PR","spanish"
"5058","2015-06-05T10:07:48.000","Empleo","PR.OR, PR","spanish"
"5057","2015-06-05T10:07:02.000","Empleo","PR.SJ, PR","spanish"
"5056","2015-06-05T10:06:58.000","Empleo","PR.SJ, PR","spanish"
"5055","2015-06-05T10:06:45.000","Empleo","PR.HA, PR","spanish"
"5054","2015-06-05T10:03:24.000","Estudios","PR.BY, PR","spanish"
"5053","2015-06-05T10:03:15.000","Empleo","PR.MT, PR","spanish"
"5052","2015-06-05T10:03:09.000","Empleo","PR.FJ, PR","spanish"
"5051","2015-06-05T10:03:05.000","Otros...","PR.CR, PR","spanish"
"5050","2015-06-05T10:02:51.000","Empleo","PR.JD, PR","spanish"
"5049","2015-06-05T10:01:52.000","Estudios","PR.BY, PR","spanish"
"5048","2015-06-05T10:00:22.000","Empleo","PR.RG, PR","spanish"
"5047","2015-06-05T09:59:43.000","Empleo","PR.BY, PR","spanish"
"5046","2015-06-05T09:59:19.000","Otros...","PR.IS, PR","spanish"
"5045","2015-06-05T09:59:11.000","Estudios","PR.CD, PR","spanish"
"5044","2015-06-05T09:59:00.000","Empleo","PR.CV, PR","spanish"
"5043","2015-06-05T09:58:59.000","Vivienda","PR.CO, PR","spanish"
"5042","2015-06-05T09:58:43.000","Empleo","PR.MG, PR","spanish"
"5041","2015-06-05T09:58:39.000","Empleo","PR.SA, PR","spanish"
"5040","2015-06-05T09:57:06.000","Empleo","PR.PN, PR","spanish"
"5039","2015-06-05T09:56:57.000","Empleo","PR.VB, PR","spanish"
"5038","2015-06-05T09:56:43.000","Patentes o Franquicias","PR.MC, PR","spanish"
"5037","2015-06-05T09:55:52.000","Otros...","PR.SJ, PR","spanish"
"5036","2015-06-05T09:55:22.000","Estudios","PR.MT, PR","spanish"
"5035","2015-06-05T09:54:34.000","Empleo","PR.CD, PR","spanish"
"5034","2015-06-05T09:54:28.000","Empleo","PR.PN, PR","spanish"
"5033","2015-06-05T09:54:27.000","Empleo","PR.SJ, PR","spanish"
"5032","2015-06-05T09:54:14.000","Otros...","PR.AC, PR","spanish"
"5031","2015-06-05T09:54:11.000","Empleo","PR.TB, PR","spanish"
"5030","2015-06-05T09:54:01.000","Empleo","PR.SJ, PR","spanish"
"5029","2015-06-05T09:53:30.000","Empleo","PR.SL, PR","spanish"
"5028","2015-06-05T09:52:55.000","Vivienda","PR.PO, PR","spanish"
"5027","2015-06-05T09:50:55.000","Empleo","PR.PO, PR","spanish"
"5026","2015-06-05T09:50:19.000","Empleo","PR.CN, PR","spanish"
"5025","2015-06-05T09:50:14.000","Empleo","PR.VB, PR","spanish"
"5024","2015-06-05T09:50:03.000","Empleo","PR.TJ, PR","spanish"
"5023","2015-06-05T09:50:03.000","Empleo","PR.YU, PR","spanish"
"5022","2015-06-05T09:49:42.000","Otros...","PR.BY, PR","spanish"
"5021","2015-06-05T09:49:41.000","Otros...","PR.BQ, PR","spanish"
"5020","2015-06-05T09:48:22.000","Empleo","PR.GR, PR","spanish"
"5019","2015-06-05T09:48:12.000","Otros...","PR.TJ, PR","spanish"
"5018","2015-06-05T09:47:52.000","Empleo","PR.PN, PR","spanish"
"5017","2015-06-05T09:47:44.000","Empleo","PR.VA, PR","spanish"
"5016","2015-06-05T09:47:37.000","Estudios","PR.VB, PR","spanish"
"5015","2015-06-05T09:46:29.000","Empleo","DO","spanish"
"5014","2015-06-05T09:45:56.000","Empleo","PR.YU, PR","spanish"
"5013","2015-06-05T09:44:58.000","Empleo","PR.BY, PR","spanish"
"5012","2015-06-05T09:44:50.000","Vivienda","PR.FL, PR","spanish"
"5011","2015-06-05T09:44:34.000","Empleo","PR.SJ, PR","spanish"
"5010","2015-06-05T09:42:33.000","Empleo","PR.NG, PR","spanish"
"5009","2015-06-05T09:42:18.000","Empleo","PR.AC, PR","spanish"
"5008","2015-06-05T09:42:02.000","Empleo","PR.BY, PR","spanish"
"5007","2015-06-05T09:41:48.000","Empleo","PR.AC, PR","spanish"
"5006","2015-06-05T09:40:42.000","Empleo","PR.VB, PR","spanish"
"5005","2015-06-05T09:40:11.000","Empleo","PR.GR, PR","spanish"
"5004","2015-06-05T09:40:10.000","Estudios","PR.GL, PR","spanish"
"4548","2015-06-05T09:39:19.000","Empleo","PR.TB, PR","spanish"
"4547","2015-06-05T09:38:02.000","Empleo","PR.MG, PR","spanish"
"4546","2015-06-05T09:37:58.000","Empleo","PR.SJ, PR","spanish"
"4545","2015-06-05T09:37:25.000","Empleo","PR.NG, PR","spanish"
"4544","2015-06-05T09:36:28.000","Empleo","PR.PN, PR","spanish"
"4543","2015-06-05T09:36:16.000","Otros...","PR.MC, PR","spanish"
"4542","2015-06-05T09:35:21.000","Empleo","PR.CN, PR","spanish"
"4541","2015-06-05T09:34:54.000","Otros...","PR.AN, PR","spanish"
"4540","2015-06-05T09:34:24.000","Empleo","PR.LJ, PR","spanish"
"4539","2015-06-05T09:34:13.000","Empleo","PR.FJ, PR","spanish"
"4538","2015-06-05T09:34:11.000","Empleo","PR.YU, PR","spanish"
"4537","2015-06-05T09:33:26.000","Empleo","PR.VB, PR","spanish"
"4536","2015-06-05T09:33:11.000","Empleo","PR.CR, PR","spanish"
"4535","2015-06-05T09:33:11.000","Empleo","PR.SL, PR","spanish"
"4534","2015-06-05T09:33:02.000","Empleo","PR.VB, PR","spanish"
"4533","2015-06-05T09:32:55.000","Empleo","PR.SJ, PR","spanish"
"4532","2015-06-05T09:31:42.000","Empleo","PR.PN, PR","spanish"
"4531","2015-06-05T09:31:36.000","Empleo","PR.HU, PR","spanish"
"4530","2015-06-05T09:31:20.000","Empleo","PR.FJ, PR","spanish"
"4529","2015-06-05T09:30:26.000","Empleo","PR.GB, PR","spanish"
"4528","2015-06-05T09:26:09.000","Empleo","PR.MT, PR","spanish"
"4527","2015-06-05T09:25:51.000","Empleo","PR.AC, PR","spanish"
"4526","2015-06-05T09:25:26.000","Otros...","PR.MG, PR","spanish"
"4525","2015-06-05T09:24:56.000","Empleo","PR.CR, PR","spanish"
"4524","2015-06-05T09:24:25.000","Empleo","PR.IS, PR","spanish"
"4523","2015-06-05T09:24:11.000","Empleo","PR.PO, PR","spanish"
"4522","2015-06-05T09:23:16.000","Vivienda","PR.PT, PR","spanish"
"4521","2015-06-05T09:23:14.000","Vivienda","PR.VB, PR","spanish"
"4520","2015-06-05T09:22:45.000","Empleo","PR.GR, PR","spanish"
"4519","2015-06-05T09:22:18.000","Empleo","PR.IS, PR","spanish"
"4518","2015-06-05T09:21:33.000","Empleo","PR.RG, PR","spanish"
"4517","2015-06-05T09:21:02.000","Vivienda","PR.VA, PR","spanish"
"4516","2015-06-05T09:19:51.000","Empleo","PR.JY, PR","spanish"
"4515","2015-06-05T09:19:46.000","Empleo","PR.BY, PR","spanish"
"4514","2015-06-05T09:19:03.000","Empleo","PR.SJ, PR","spanish"
"4513","2015-06-05T09:17:52.000","Empleo","PR.SL, PR","spanish"
"4512","2015-06-05T09:16:51.000","Vivienda","PR.RG, PR","spanish"
"4511","2015-06-05T09:16:41.000","Empleo","PR.MG, PR","spanish"
"4510","2015-06-05T09:16:12.000","Vivienda","PR.VA, PR","spanish"
"4509","2015-06-05T09:15:50.000","Empleo","PR.CG, PR","spanish"
"4508","2015-06-05T09:15:18.000","Empleo","PR.CN, PR","spanish"
"4507","2015-06-05T09:14:31.000","Empleo","PR.LR, PR","spanish"
"4506","2015-06-05T09:13:57.000","Otros...","PR.GB, PR","spanish"
"4505","2015-06-05T09:13:53.000","Estudios","PR.SJ, PR","spanish"
"4504","2015-06-05T09:12:58.000","Empleo","PR.CN, PR","spanish"
"4503","2015-06-05T09:12:40.000","Empleo","PR.IS, PR","spanish"
"4502","2015-06-05T09:11:30.000","Empleo","PR.SJ, PR","spanish"
"4501","2015-06-05T09:11:15.000","Vivienda","PR.AJ, PR","spanish"
"4500","2015-06-05T09:10:30.000","Estudios","PR.PN, PR","spanish"
"4499","2015-06-05T09:09:45.000","Empleo","PR.CN, PR","spanish"
"4498","2015-06-05T09:09:29.000","Empleo","PR.SJ, PR","spanish"
"4497","2015-06-05T09:09:19.000","Otros...","PR.TA, PR","spanish"
"4496","2015-06-05T09:09:07.000","Empleo","PR.JC, PR","spanish"
"4495","2015-06-05T09:09:06.000","Empleo","PR.SJ, PR","spanish"
"4494","2015-06-05T09:08:36.000","Vivienda","PR.AJ, PR","spanish"
"4493","2015-06-05T09:08:35.000","Empleo","PR.VB, PR","spanish"
"4492","2015-06-05T09:07:51.000","Estudios","PR.PO, PR","spanish"
"4491","2015-06-05T09:07:43.000","Vivienda","PR.CR, PR","spanish"
"4490","2015-06-05T09:07:43.000","Empleo","PR.IS, PR","spanish"
"4489","2015-06-05T09:07:18.000","Empleo","PR.IS, PR","spanish"
"4488","2015-06-05T09:06:39.000","Empleo","PR.TA, PR","spanish"
"4487","2015-06-05T09:06:30.000","Empleo","PR.SJ, PR","spanish"
"4486","2015-06-05T09:06:25.000","Empleo","PR.CN, PR","spanish"
"4485","2015-06-05T09:06:16.000","Otros...","PR.MT, PR","spanish"
"4484","2015-06-05T09:05:44.000","Otros...","PR.DO, PR","spanish"
"4483","2015-06-05T09:05:28.000","Empleo","PR.BY, PR","spanish"
"4482","2015-06-05T09:04:43.000","Otros...","PR.FJ, PR","spanish"
"4481","2015-06-05T09:04:28.000","Empleo","PR.AL, PR","spanish"
"4480","2015-06-05T09:02:53.000","Empleo","PR.SJ, PR","spanish"
"4479","2015-06-05T09:02:35.000","Empleo","PR.BC, PR","spanish"
"4478","2015-06-05T09:00:58.000","Empleo","PR.VA, PR","spanish"
"4477","2015-06-05T09:00:27.000","Empleo","PR.CG, PR","spanish"
"4476","2015-06-05T09:00:09.000","Empleo","PR.CN, PR","spanish"
"4475","2015-06-05T08:59:41.000","Empleo","PR.IS, PR","spanish"
"4474","2015-06-05T08:59:30.000","Empleo","PR.SJ, PR","spanish"
"4473","2015-06-05T08:59:26.000","Empleo","PR.CD, PR","spanish"
"4472","2015-06-05T08:58:58.000","Empleo","PR.PO, PR","spanish"
"4471","2015-06-05T08:58:52.000","Empleo","PR.GB, PR","spanish"
"4470","2015-06-05T08:58:44.000","Empleo","PR.BY, PR","spanish"
"4469","2015-06-05T08:58:31.000","Empleo","PR.CY, PR","spanish"
"4468","2015-06-05T08:58:19.000","Empleo","PR.JD, PR","spanish"
"4467","2015-06-05T08:57:21.000","Empleo","PR.MG, PR","spanish"
"4466","2015-06-05T08:57:12.000","Estudios","PR.PN, PR","spanish"
"4465","2015-06-05T08:57:05.000","Otros...","PR.AN, PR","spanish"
"4464","2015-06-05T08:57:00.000","Otros...","PR.GB, PR","spanish"
"4463","2015-06-05T08:56:59.000","Empleo","PR.SJ, PR","spanish"
"4462","2015-06-05T08:56:49.000","Estudios","PR.AJ, PR","spanish"
"4461","2015-06-05T08:55:59.000","Empleo","PR.VB, PR","spanish"
"4460","2015-06-05T08:55:30.000","Empleo","PR.PN, PR","spanish"
"4459","2015-06-05T08:55:00.000","Empleo","PR.SJ, PR","spanish"
"4458","2015-06-05T08:54:24.000","Empleo","PR.SS, PR","spanish"
"4457","2015-06-05T08:53:17.000","Empleo","PR.LZ, PR","spanish"
"4456","2015-06-05T08:53:00.000","Empleo","PR.VB, PR","spanish"
"4455","2015-06-05T08:51:41.000","Empleo","PR.TB, PR","spanish"
"4454","2015-06-05T08:51:29.000","Empleo","PR.BY, PR","spanish"
"4453","2015-06-05T08:51:25.000","Empleo","PR.AC, PR","spanish"
"4452","2015-06-05T08:51:03.000","Estudios","PR.PN, PR","spanish"
"4451","2015-06-05T08:50:57.000","Empleo","PR.CY, PR","spanish"
"4450","2015-06-05T08:50:55.000","Empleo","PR.PN, PR","spanish"
"4449","2015-06-05T08:50:27.000","Vivienda","PR.MG, PR","spanish"
"4448","2015-06-05T08:48:46.000","Empleo","PR.AC, PR","spanish"
"4447","2015-06-05T08:48:42.000","Empleo","PR.SJ, PR","spanish"
"4446","2015-06-05T08:48:37.000","Otros...","PR.SJ, PR","spanish"
"4445","2015-06-05T08:48:32.000","Empleo","PR.CN, PR","spanish"
"4444","2015-06-05T08:48:16.000","Empleo","PR.DO, PR","spanish"
"4443","2015-06-05T08:47:56.000","Empleo","PR.CL, PR","spanish"
"4442","2015-06-05T08:47:39.000","Estudios","PR.PN, PR","spanish"
"4441","2015-06-05T08:47:15.000","Empleo","PR.LJ, PR","spanish"
"4440","2015-06-05T08:46:32.000","Empleo","PR.DO, PR","spanish"
"4439","2015-06-05T08:46:30.000","Empleo","PR.MG, PR","spanish"
"4438","2015-06-05T08:46:14.000","Empleo","PR.TA, PR","spanish"
"4437","2015-06-05T08:46:01.000","Empleo","PR.CN, PR","spanish"
"4436","2015-06-05T08:45:37.000","Empleo","PR.SJ, PR","spanish"
"4435","2015-06-05T08:45:14.000","Otros...","PR.AN, PR","spanish"
"4434","2015-06-05T08:44:25.000","Otros...","PR.CL, PR","spanish"
"4433","2015-06-05T08:43:32.000","Empleo","PR.GM, PR","spanish"
"4432","2015-06-05T08:43:05.000","Otros...","PR.GB, PR","spanish"
"4431","2015-06-05T08:42:37.000","Otros...","PR.SS, PR","spanish"
"4430","2015-06-05T08:42:34.000","Empleo","PR.BY, PR","spanish"
"4429","2015-06-05T08:42:30.000","Empleo","PR.LP, PR","spanish"
"4428","2015-06-05T08:42:27.000","Empleo","PR.TB, PR","spanish"
"4427","2015-06-05T08:42:00.000","Empleo","PR.SJ, PR","spanish"
"4426","2015-06-05T08:41:59.000","Otros...","PR.SJ, PR","spanish"
"4425","2015-06-05T08:41:53.000","Residencia","PR.CY, PR","spanish"
