"c_digo_de_la_entidad","nombre_de_la_entidad","nombre_de_la_agencia","posee_contratos"
"7898","Escuela La Gelpa","Región Educativa de Ponce","false"
"2200","Departamento de Justicia","Departamento de Justicia","true"
"1020","Departamento de Estado","Departamento de Estado","true"
"1440","Policía de Puerto Rico","Policía de Puerto Rico","true"
"2180","Comisión de Derechos Civiles","Comisión de Derechos Civiles","true"
"1038","Loteria Adicional","Departamento de Hacienda","false"
"3095","Programa ""Nuevo Hogar Seguro""","Programa ""Nuevo Hogar Seguro""","true"
"400","Oficina del Contralor de Puerto Rico","Oficina del Contralor de Puerto Rico","true"
"1000","Departamento de Agricultura","Departamento de Agricultura","true"
"1010","Administracion de Fomento Comercial","Administración de Fomento Comercial","true"
"1031","Departamento de Hacienda","Departamento de Hacienda","true"
"1033","Negociado de Arbitrios Generales (Puertos)","Departamento de Hacienda","true"
"1034","Negociado de Bebidas Alcohólicas y Licencias","Departamento de Hacienda","false"
"1035","Negociado de Auditoría Fiscal","Departamento de Hacienda","true"
"1036","Negociado de Asistencia Contributiva y Consultas Especializadas","Departamento de Hacienda","false"
"1037","Negociado de Procesamiento de Planillas","Departamento de Hacienda","false"
"1039","Negociado de la Lotería de Puerto Rico","Departamento de Hacienda","true"
"1040","Area del Tesoro","Departamento de Hacienda","true"
"1041","Negociado de Recaudaciones","Departamento de Hacienda","true"
"1042","Area de Seguros Públicos","Departamento de Hacienda","true"
"1043","Unidad de Cotejo del Negociado de la Lotería de Puerto Rico","Departamento de Hacienda","false"
"1044","Negociado de Impuestos al Consumo","Departamento de Hacienda","false"
"1051","Colecturía de Rentas Internas de Adjuntas","Departamento de Hacienda","false"
"1052","Colecturía de Rentas Internas de Aguada","Departamento de Hacienda","false"
"1053","Colecturía de Rentas Internas de Aguadilla","Departamento de Hacienda","false"
"1054","Colecturía de Rentas Internas de Aguas Buenas","Departamento de Hacienda","false"
"1055","Colecturía de Rentas Internas de Aibonito","Departamento de Hacienda","false"
"1056","Colecturía de Rentas Internas de Añasco","Departamento de Hacienda","false"
"1057","Colecturía de Rentas Internas de Arecibo","Departamento de Hacienda","false"
"1058","Colecturía de Rentas Internas de Arroyo","Departamento de Hacienda","false"
"1059","Colecturía de Rentas Internas de Barceloneta","Departamento de Hacienda","false"
"1060","Colecturía de Rentas Internas de Barranquitas","Departamento de Hacienda","false"
"1061","Colecturía de Rentas Internas de Bayamón","Departamento de Hacienda","false"
"1062","Colecturía de Rentas Internas de Cabo Rojo","Departamento de Hacienda","false"
"1063","Colecturía de Rentas Internas de Caguas","Departamento de Hacienda","false"
"1064","Colecturía de Rentas Internas de Camuy","Departamento de Hacienda","false"
"1065","Colecturía de Rentas Internas de Canóvanas","Departamento de Hacienda","false"
"1066","Colecturía de Rentas Internas de Carolina","Departamento de Hacienda","false"
"1067","Colecturía de Rentas Internas de Cataño","Departamento de Hacienda","false"
"1068","Colecturía de Rentas Internas de Cayey","Departamento de Hacienda","false"
"1069","Colecturía de Rentas Internas de Ceiba","Departamento de Hacienda","false"
"1070","Colecturía de Rentas Internas Central","Departamento de Hacienda","false"
"1071","Colecturía de Rentas Internas de Ciales","Departamento de Hacienda","false"
"1072","Colecturía de Rentas Internas de Cidra","Departamento de Hacienda","false"
"1073","Colecturía de Rentas Internas de Coamo","Departamento de Hacienda","false"
"1074","Colecturía de Rentas Internas de Comerío","Departamento de Hacienda","false"
"1075","Colecturía de Rentas Internas de Corozal","Departamento de Hacienda","false"
"1076","Colecturía de Rentas Internas de Culebra","Departamento de Hacienda","false"
"1077","Colecturía de Rentas Internas de Dorado","Departamento de Hacienda","false"
"1078","Colecturía de Rentas Internas de Fajardo","Departamento de Hacienda","false"
"1079","Colecturía de Rentas Internas de Florida","Departamento de Hacienda","false"
"1080","Colecturía de Rentas Internas de Guánica","Departamento de Hacienda","false"
"1081","Colecturía de Rentas Internas de Guayama CESCO","Departamento de Hacienda","false"
"1082","Colecturía de Rentas Internas de Guayanilla","Departamento de Hacienda","false"
"1083","Colecturía de Rentas Internas de Guaynabo","Departamento de Hacienda","true"
"1084","Colecturía de Rentas Internas de Gurabo","Departamento de Hacienda","false"
"1085","Colecturía de Rentas Internas de Hatillo","Departamento de Hacienda","false"
"1086","Colecturía de Rentas Internas de Hormigueros","Departamento de Hacienda","false"
"1087","Colecturía de Rentas Internas de Humacao","Departamento de Hacienda","false"
"1088","Colecturía de Rentas Internas de Isabela","Departamento de Hacienda","false"
"1089","Colecturía de Rentas Internas de Jayuya","Departamento de Hacienda","false"
"1090","Colecturía de Rentas Internas de Juana Díaz","Departamento de Hacienda","false"
"1091","Colecturía de Rentas Internas de Juncos","Departamento de Hacienda","false"
"1092","Colecturía de Rentas Internas de Lajas","Departamento de Hacienda","false"
"1093","Colecturía de Rentas Internas de Lares","Departamento de Hacienda","false"
"1094","Colecturía de Rentas Internas de Las Piedras","Departamento de Hacienda","false"
"1095","Colecturía de Rentas Internas de Las Marías","Departamento de Hacienda","false"
"1096","Colecturía de Rentas Internas de Loíza","Departamento de Hacienda","false"
"1097","Colecturía de Rentas Internas de Luquillo","Departamento de Hacienda","false"
"1098","Colecturía de Rentas Internas de Manatí","Departamento de Hacienda","false"
"1099","Colecturía de Rentas Internas de Maricao","Departamento de Hacienda","false"
"1100","Colecturía de Rentas Internas de Maunabo","Departamento de Hacienda","false"
"1101","Colecturía de Rentas Internas de Mayaguez","Departamento de Hacienda","false"
"1102","Colecturía de Rentas Internas de Moca","Departamento de Hacienda","false"
"1103","Colecturía de Rentas Internas de Morovis","Departamento de Hacienda","false"
"1104","Colecturía de Rentas Internas de Naguabo","Departamento de Hacienda","false"
"1105","Colecturía de Rentas Internas de Naranjito","Departamento de Hacienda","false"
"1106","Colecturía de Rentas Internas de Orocovis","Departamento de Hacienda","false"
"1107","Colecturía de Rentas Internas de Patillas","Departamento de Hacienda","false"
"1108","Colecturía de Rentas Internas de Peñuelas","Departamento de Hacienda","false"
"1109","Colecturía de Rentas Internas de Ponce","Departamento de Hacienda","false"
"1110","Colecturia de Rentas Internas de Puerto Nuevo","Departamento de Hacienda","false"
"1111","Colecturía de Rentas Internas de Quebradillas","Departamento de Hacienda","false"
"1112","Colecturía de Rentas Internas de Rincón","Departamento de Hacienda","false"
"1113","Colecturía de Rentas Internas de Río Grande","Departamento de Hacienda","false"
"1114","Colecturía de Rentas Internas de Río Piedras","Departamento de Hacienda","false"
"1115","Colecturía de Rentas Internas de Salinas","Departamento de Hacienda","false"
"1116","Colecturía Rentas Internas de Sabana Grande","Departamento de Hacienda","false"
"1117","Colecturía de Rentas Internas de San Germán","Departamento de Hacienda","false"
"1120","Colecturía de Rentas Internas de San Lorenzo","Departamento de Hacienda","false"
"1121","Colecturía de Rentas Internas de Santa Isabel","Departamento de Hacienda","false"
"1122","Colecturía de Rentas Internas de Santurce","Departamento de Hacienda","false"
"1123","Colecturía Rentas Internas de San Sebastián","Departamento de Hacienda","false"
"1124","Colecturía de Rentas Internas de Toa Alta","Departamento de Hacienda","false"
"1125","Colecturía de Rentas Internas de Toa Baja","Departamento de Hacienda","false"
"1126","Colecturía Rentas Internas de Trujillo Alto","Departamento de Hacienda","false"
"1127","Colecturía de Rentas Internas de Utuado","Departamento de Hacienda","false"
"1128","Colecturía de Rentas Internas de Vega Alta","Departamento de Hacienda","false"
"1129","Colecturía de Rentas Internas de Vega Baja","Departamento de Hacienda","false"
"1130","Colecturía de Rentas Internas de Vieques","Departamento de Hacienda","false"
"1131","Colecturía de Rentas Internas de Villalba","Departamento de Hacienda","false"
"1132","Colecturía de Rentas Internas de Yabucoa","Departamento de Hacienda","false"
"1133","Colecturía Rentas Internas de Yauco","Departamento de Hacienda","false"
"1134","Colecturía Centro Judicial de Bayamón","Departamento de Hacienda","false"
"1135","Colecturía Centro Judicial de Hato Rey","Departamento de Hacienda","false"
"1136","Colecturía Centro Judicial de Ponce","Departamento de Hacienda","false"
"1138","Colecturía  de Rentas Internas de Kennedy","Departamento de Hacienda","false"
"1139","Colecturía de Rentas Internas del Barrio Obrero","Departamento de Hacienda","false"
"1140","Colecturía de  Rentas Internas de Aguadilla  CESCO","Departamento de Hacienda","false"
"1141","Colecturia de Rentas Internas de la Base Muñiz","Departamento de Hacienda","false"
"1142","Colecturia de Rentas Internas de Isla Grande","Departamento de Hacienda","false"
"1143","Colecturía de Arecibo CESCO","Departamento de Hacienda","false"
"1144","Colecturia de Rentas Internas de Caguas CESCO","Departamento de Hacienda","false"
"1146","Colecturia de Rentas Internas de Mayaguez CESCO","Departamento de Hacienda","false"
"1148","Colecturia de Rentas Internas de Ponce CESCO","Departamento de Hacienda","false"
"1151","Registro Demográfico de Hato Rey","Departamento de Hacienda","false"
"1153","Colecturía de Rentas Internas de Carolina-CESCO","Departamento de Hacienda","false"
"1154","Colecturia de Rentas Internas de Manati - CESCO","Departamento de Hacienda","false"
"1155","Colecturia de Rentas Internas del Centro Judicial de Fajardo","Departamento de Hacienda","false"
"1156","Colecturía de Rentas Internas de Batamón CESCO","Departamento de Hacienda","false"
"1157","Colecturía de Hato Rey","Departamento de Hacienda","false"
"1032","Departamento de Hacienda Área de Contabilidad Central","Departamento de Hacienda Área de Contabilidad Central","true"
"1201","Departamento de Educación de Puerto Rico","Departamento de Educación de Puerto Rico","true"
"1210","Región Educativa de Bayamón","Departamento de Educación de Puerto Rico","true"
"1211","Región Educativa de Arecibo","Departamento de Educación de Puerto Rico","false"
"1212","Región Educativa de Caguas","Departamento de Educación de Puerto Rico","true"
"1213","Región Educativa de Humacao","Departamento de Educación de Puerto Rico","false"
"1214","Región Educativa de Mayagüez","Departamento de Educación de Puerto Rico","false"
"1215","Región Educativa de Ponce","Departamento de Educación de Puerto Rico","false"
"1216","Región Educativa de San Juan","Departamento de Educación de Puerto Rico","false"
"1217","Autoridad Escolar de Alimentos","Departamento de Educación de Puerto Rico","false"
"1218","División de Educación de la Comunidad","Departamento de Educación de Puerto Rico","false"
"1219","Centro de Servicios a la Juventud, Inc","Departamento de Educación de Puerto Rico","false"
"1220","Instituto de Capacitación Administrativa y Asesoramiento","Departamento de Educación de Puerto Rico","false"
"1221","Secretaría Auxiliar de Educación Ocupacional y Técnica","Departamento de Educación de Puerto Rico","false"
"1225","Servicios de Imprenta","Departamento de Educación de Puerto Rico","false"
"1226","Servicios Radio y Televisión Públicos","Departamento de Educación de Puerto Rico","false"
"7000","Escuela José Dávila Semprit","Región Educativa de Bayamón","false"
"7001","Escuela Virgilio Dávila","Región Educativa de Bayamón","false"
"7002","Escuela Arturo Somohano","Región Educativa de Bayamón","false"
"7003","Escuela Doctor Santos J. Sepúlveda","Región Educativa de Bayamón","false"
"7004","Escuela Ramón Morales Peña","Región Educativa de Bayamón","false"
"7005","Escuela Juan Ramón Jiménez","Región Educativa de Bayamón","false"
"7006","Escuela Intermedia Cacique Agüeybana","Región Educativa de Bayamón","false"
"7007","Escuela Superior Cacique Agüeybana","Región Educativa de Bayamón","false"
"7008","Escuela Ludovico Costoso","Región Educativa de Bayamón","false"
"7009","Escuela José Julián Tapia","Región Educativa de Bayamón","true"
"7010","Escuela Tomas Carrión Maduro","Región Educativa de Bayamón","false"
"7011","Escuela Braulio Dueño Colón","Región Educativa de Bayamón","false"
"7012","Escuela Doctor Hiram González","Región Educativa de Bayamón","false"
"7013","Escuela Epifanio Fernández Vanga","Región Educativa de Bayamón","false"
"7014","Escuela Rafael Hernández","Región Educativa de Bayamón","false"
"7015","Escuela Rafael Martínez Nadal -Bayamón","Región Educativa de Bayamón","false"
"7016","Escuela Juan Morell Campos","Región Educativa de Bayamón","false"
"7017","Escuela Noel Estrada","Región Educativa de Bayamón","false"
"7018","Escuela Aurelio Pérez Martínez","Región Educativa de Bayamón","false"
"7019","Escuela Pablo Casals","Región Educativa de Bayamón","false"
"7020","Escuela Papa Juan XXIII","Región Educativa de Bayamón","false"
"7021","Escuela Pájaros Americanos","Región Educativa de Bayamón","false"
"7022","Escuela Dolores Alvarez","Región Educativa de Bayamón","false"
"7023","Escuela Rexville Elemental","Región Educativa de Bayamón","false"
"7024","Escuela Marta Vélez De Fajardo","Región Educativa de Bayamón","false"
"7025","Escuela Rexville Intermedia","Región Educativa de Bayamón","false"
"7026","Escuela Rexville Superior","Región Educativa de Bayamón","false"
"7027","Escuela Van Scoy","Región Educativa de Bayamón","false"
"7028","Escuela Segunda Unidad Cacique Majagua","Región Educativa de Bayamón","false"
"7029","Escuela María Vázquez De Umpierre","Región Educativa de Bayamón","false"
"7030","Escuela Faustino Santiago","Región Educativa de Bayamón","false"
"7031","Escuela William Rivera Ponce","Región Educativa de Bayamón","false"
"7032","Escuela Pedro P. Casablanca","Región Educativa de Bayamón","false"
"7033","Academia De Adultos","Región Educativa de Bayamón","false"
"7034","Escuela Francisco Gaztambide Vega","Región Educativa de Bayamón","false"
"7035","Escuela Miguel Meléndez Muñoz","Región Educativa de Bayamón","false"
"7036","Escuela Julio Ressy","Región Educativa de Bayamón","false"
"7037","Escuela Segunda Unidad Antonio Rivera","Región Educativa de Bayamón","false"
"7038","Escuela 2da Unidad José Andino Y Amezquita","Región Educativa de Bayamón","false"
"7039","Escuela Francisco Oller - Bayamón","Región Educativa de Bayamón","false"
"7040","Escuela Diego Torres Vargas","Región Educativa de Bayamón","false"
"7041","Escuela Bernardo Huyke","Región Educativa de Bayamón","false"
"7042","Escuela Rafael Colón Salgado","Región Educativa de Bayamón","false"
"7043","Escuela Cristobal Colón","Región Educativa de Bayamón","false"
"7044","Escuela Carlos Orama Padilla","Región Educativa de Bayamón","false"
"7045","Escuela Padre Rufo M. Fernández","Región Educativa de Bayamón","false"
"7046","Escuela Inés María Mendoza","Región Educativa de Bayamón","false"
"7047","Escuela Angel Mislan Huertas","Región Educativa de Bayamón","false"
"7048","Escuela Raúl Juliá","Región Educativa de Bayamón","false"
"7049","Escuela José Campeche","Región Educativa de Bayamón","false"
"7050","Escuela José Antonio Dávila","Región Educativa de Bayamón","false"
"7051","Escuela Jesús Sánchez Erazo","Región Educativa de Bayamón","false"
"7052","Escuela Agustín Stahl","Región Educativa de Bayamón","false"
"7053","Escuela Josefina Barcelo - Bayamón","Región Educativa de Bayamón","false"
"7054","Escuela Josefita Monserrate De Sellés","Región Educativa de Bayamón","false"
"7055","Escuela Carmen Gómez Tejera","Región Educativa de Bayamón","false"
"7056","Escuela María E. Bas De Vázquez","Región Educativa de Bayamón","false"
"7057","Escuela Doctor José Padín","Región Educativa de Bayamón","false"
"7058","Escuela Mariano Feliú Balseiro","Región Educativa de Bayamón","false"
"7059","Escuela Luis Pales Matos","Región Educativa de Bayamón","false"
"7060","Escuela Miguel De Cervantes Saavedra","Región Educativa de Bayamón","false"
"7061","Escuela Tomás C. Ongay","Región Educativa de Bayamón","false"
"7062","Escuela Guaraguao Carretera","Región Educativa de Bayamón","false"
"7063","Escuela Andrés C. González","Región Educativa de Bayamón","false"
"7064","Escuela José M. Torres","Región Educativa de Bayamón","false"
"7065","Escuela Troquelería Y Herramentaje","Región Educativa de Bayamón","false"
"7066","Escuela María E. Rodríguez","Región Educativa de Bayamón","false"
"7067","Escuela Puente Blanco","Región Educativa de Bayamón","false"
"7068","Escuela Horace Mann","Región Educativa de Bayamón","false"
"7069","Escuela Isaac Del Rosario","Región Educativa de Bayamón","false"
"7070","Escuela Rafael Cordero","Región Educativa de Bayamón","false"
"7071","Escuela José A. Nieves","Región Educativa de Bayamón","false"
"7072","Escuela Rosendo Matienzo Cintrón","Región Educativa de Bayamón","false"
"7073","Escuela Onofre Carballeira","Región Educativa de Bayamón","false"
"7074","Escuela Francisco Oller - Cataño","Región Educativa de Bayamón","false"
"7075","Escuela Teodoro Roosevelt","Región Educativa de Bayamón","false"
"7076","Escuela Ramón B. López","Región Educativa de Bayamón","false"
"7077","Escuela Mercedes García De Colorado","Región Educativa de Bayamón","false"
"7078","Escuela Jacinto López Martínez","Región Educativa de Bayamón","false"
"7079","Escuela Ricardo Arroyo Laracuente","Región Educativa de Bayamón","false"
"7080","Escuela José Santos Alegría","Región Educativa de Bayamón","false"
"7081","Escuela José De Diego - Dorado","Región Educativa de Bayamón","false"
"7082","Escuela Luis Muñoz Rivera","Región Educativa de Bayamón","false"
"7083","Escuela Espinosa Parcelas","Región Educativa de Bayamón","false"
"7084","Escuela Luisa M. Valderrama","Región Educativa de Bayamón","false"
"7085","Escuela Pre-Vocacional Santa Rosa","Región Educativa de Bayamón","false"
"7086","Escuela Río Lajas","Región Educativa de Bayamón","false"
"7087","Escuela Espinosa Kuilan","Región Educativa de Bayamón","false"
"7088","Escuela Elemental Maguayo","Región Educativa de Bayamón","false"
"7089","Escuela Segunda Unidad Pedro López Canino","Región Educativa de Bayamón","false"
"7090","Escuela Marcelino Canino Canino","Región Educativa de Bayamón","false"
"7091","Escuela Betty Rosado De Vega","Región Educativa de Bayamón","false"
"7092","Escuela Juanillo Fuentes","Región Educativa de Bayamón","false"
"7093","Escuela Hato Nuevo","Región Educativa de Bayamón","false"
"7094","Escuela José De Diego - Guaynabo","Región Educativa de Bayamón","false"
"7095","Escuela Alejandro Jr Cruz - Bo.Mamey, Guaynabo","Región Educativa de Bayamón","false"
"7096","Escuela Segunda Unidad Rafael Hernández","Región Educativa de Bayamón","false"
"7097","Escuela Juan Román Ocasio","Región Educativa de Bayamón","false"
"7098","Escuela Rafael Martínez Nadal - Guaynabo","Región Educativa de Bayamón","false"
"7099","Escuela Ramón Marín Solá","Región Educativa de Bayamón","false"
"7100","Escuela Román Baldorioty De Castro","Región Educativa de Bayamón","false"
"7101","Escuela Rosalina C. Martínez","Región Educativa de Bayamón","false"
"7102","Escuela Mariano Abril Elemental","Región Educativa de Bayamón","false"
"7103","Escuela Santa Rosa II","Región Educativa de Bayamón","false"
"7104","Escuela Santa Rosa III","Región Educativa de Bayamón","false"
"7105","Escuela Santiago Iglesias Patin","Región Educativa de Bayamón","false"
"7106","Escuela Esperanza Linares","Región Educativa de Bayamón","false"
"7107","Escuela Juan A. Miranda","Región Educativa de Bayamón","false"
"7108","Escuela Josefina Barcelo - Guaynabo","Región Educativa de Bayamón","false"
"7109","Escuela Luis Muñoz Rivera II - Guaynabo","Región Educativa de Bayamón","false"
"7110","Escuela Margarita Janer Palacios","Región Educativa de Bayamón","false"
"7111","Escuela Luis Muñoz Rivera I - Gauynabo","Región Educativa de Bayamón","false"
"7112","Escuela Los Alamos","Región Educativa de Bayamón","false"
"7113","Escuela Juan Ponce De León","Región Educativa de Bayamón","false"
"7114","Escuela Mariano Abril Intermedia","Región Educativa de Bayamón","false"
"7115","Escuela José Archilla Cabrera","Región Educativa de Bayamón","false"
"7116","Escuela Mercedes Rosado","Región Educativa de Bayamón","false"
"7117","Escuela Francisco Morales","Región Educativa de Bayamón","false"
"7118","Escuela Anones Don Tito","Región Educativa de Bayamón","false"
"7119","Escuela Don Manolo Rivera","Región Educativa de Bayamón","false"
"7120","Escuela Bernarda Robles De Hevia","Región Educativa de Bayamón","false"
"7121","Escuela Cerro Arriba Feijoo","Región Educativa de Bayamón","false"
"7122","Escuela Lomas Valles","Región Educativa de Bayamón","false"
"7123","Escuela Felipa Sánchez Cruzado","Región Educativa de Bayamón","false"
"7124","Escuela Segunda Unidad Fidel G. Padilla","Región Educativa de Bayamón","false"
"7125","Escuela Segunda Unidad Adolfo García","Región Educativa de Bayamón","false"
"7126","Escuela Segunda Unidad Pedro Fernández","Región Educativa de Bayamón","false"
"7127","Escuela Lomas Jaguas","Región Educativa de Bayamón","false"
"7128","Escuela Coleen Vázquez Urrutia","Región Educativa de Bayamón","false"
"7129","Escuela Silvestre Martínez","Región Educativa de Bayamón","false"
"7130","Escuela Violanta Jiménez","Región Educativa de Bayamón","false"
"7131","Escuela José Pablo Morales","Región Educativa de Bayamón","false"
"7132","Escuela Nicolás Sevilla","Región Educativa de Bayamón","false"
"7133","Escuela José M. Del Valle","Región Educativa de Bayamón","false"
"7134","Escuela Jose De Diego - Toa Alta","Región Educativa de Bayamón","false"
"7135","Escuela Luis Muñoz Rivera - Toa Alta","Región Educativa de Bayamón","false"
"7136","Escuela Secundino Díaz","Región Educativa de Bayamón","false"
"7137","Escuela Virgilio Morales","Región Educativa de Bayamón","false"
"7138","Escuela Alejandro Jr Cruz - Toa Alta","Región Educativa de Bayamón","false"
"7139","Escuela Merced Marcano","Región Educativa de Bayamón","false"
"7140","Escuela Heraclio Rivera Colón","Región Educativa de Bayamón","false"
"7141","Escuela Manuel Velilla","Región Educativa de Bayamón","false"
"7142","Escuela Felipe Díaz González","Región Educativa de Bayamón","false"
"7143","Escuela María C. Osorio","Región Educativa de Bayamón","false"
"7144","Escuela Agrícola de Bucarabones","Región Educativa de Bayamón","false"
"7145","Escuela Abelardo Díaz Alfaro","Región Educativa de Bayamón","false"
"7146","Escuela Toa Alta Heights","Región Educativa de Bayamón","false"
"7147","Escuela Luis M. Santiago","Región Educativa de Bayamón","false"
"7148","Escuela José Nevarez Landrón - Toa Baja","Región Educativa de Bayamón","false"
"7149","Escuela Adolfina Irizarri","Región Educativa de Bayamón","false"
"7150","Escuela José Robles Otero","Región Educativa de Bayamón","false"
"7151","Escuela Altinencia Valle","Región Educativa de Bayamón","false"
"7152","Escuela José Nevarez López-Bo.San José,Toa Baja","Región Educativa de Bayamón","false"
"7153","Escuela Ernesto Juan Fonfrias","Región Educativa de Bayamón","false"
"7154","Escuela Ernestina Bracero","Región Educativa de Bayamón","false"
"7155","Escuela Antonia Sáez Irizarry","Región Educativa de Bayamón","false"
"7156","Escuela John F. Kennedy","Región Educativa de Bayamón","false"
"7157","Escuela María Libertad Gómez","Región Educativa de Bayamón","false"
"7158","Escuela Lorencita Ramírez De Arellano","Región Educativa de Bayamón","false"
"7159","Escuela Amalia López De Vila","Región Educativa de Bayamón","false"
"7160","Escuela Delia Dávila De Cabán","Región Educativa de Bayamón","false"
"7161","Escuela Doctor Efraín Sánchez Hidalgo","Región Educativa de Bayamón","false"
"8531","Escuela Nueva Escuela Elemental","Región Educativa de Bayamón","false"
"8532","Escuela José D. Rosado","Región Educativa de Bayamón","false"
"8533","Escuela Agustín Lizardi","Región Educativa de Bayamón","false"
"7162","Escuela Basilio Milan Hernández","Región Educativa de Bayamón","false"
"7163","Escuela Carmen Barroso Morales","Región Educativa de Bayamón","false"
"7164","Escuela Doctor Pedro Albizu Campos","Región Educativa de Bayamón","false"
"7379","Escuela Jesús T. Piñero - Caguas","Región Educativa de Caguas","false"
"7165","Escuela Segunda Unidad Francisca Dávila Semprit","Región Educativa de Bayamón","false"
"7166","Escuela María Teresa Piñeiro","Región Educativa de Bayamón","false"
"7167","Escuela María J. Corredor Rivera","Región Educativa de Bayamón","false"
"7168","Escuela Martin García Giusti","Región Educativa de Bayamón","false"
"8562","Escuela de la Comunidad Superior Vocacional Nueva de Naranjito","Región Educativa de Bayamón","false"
"8572","Escuela Papa Juan XXIII 9Intermedia)","Región Educativa de Bayamón","false"
"8587","Escuela Francisco Dávila Semprit de Toa Baja","Región Educativa de Bayamón","false"
"8589","Escuela Nueva Elemental Francisco López Cruz","Región Educativa de Bayamón","false"
"8592","Escuela Tomás (Maso) Rivera Morales","Región Educativa de Bayamón","false"
"8575","Escuela Aníbal Reyes Belén","Departamento de Educación Región de Arecibo","false"
"8568","Esc. de la Comunidad-Factor V - Arecibo","Departamento de Educación Región de Arecibo","false"
"8569","Escuela Segunda Unidad Pozas de Ciales","Departamento de Educación Región de Arecibo","false"
"8570","Escuela Luis F. Rosdríguez de Camuy","Departamento de Educación Región de Arecibo","false"
"8563","Esc. de la Comunidad-Luis Muñoz Rivera Vocacional-Utuado","Departamento de Educación Región de Arecibo","false"
"8530","Escuela Daniel Vélez Soto","Departamento de Educación Región de Arecibo","false"
"7169","Escuela Félix Rosario Ríos","Departamento de Educación Región de Arecibo","false"
"7170","Escuela Segunda Unidad Ramón E. Betances","Departamento de Educación Región de Arecibo","false"
"7171","Escuela Doctor Francisco Susoni","Departamento de Educación Región de Arecibo","false"
"7172","Escuela Los Caños","Departamento de Educación Región de Arecibo","false"
"7173","Escuela Antonia Sánchez","Departamento de Educación Región de Arecibo","false"
"7174","Escuela Justiniano Torres","Departamento de Educación Región de Arecibo","false"
"7175","Escuela Cotto (Anexo)","Departamento de Educación Región de Arecibo","false"
"7176","Escuela Dolores Gómez De Román","Departamento de Educación Región de Arecibo","false"
