"c_digo_de_la_entidad","nombre_de_la_entidad","nombre_de_la_agencia","posee_contratos"
"7494","Escuela José Muñoz Vázquez","Región Educativa de Caguas","false"
"7495","Escuela Segunda Unidad Juan Alemañy Silva","Región Educativa de Caguas","false"
"7496","Escuela Simón Madera","Región Educativa de Caguas","false"
"7497","Escuela Adela Brenes Texidor","Región Educativa de Caguas","false"
"7498","Escuela Eleuterio Lugo","Región Educativa de Caguas","false"
"7499","Escuela Washington I","Región Educativa de Caguas","false"
"7500","Escuela Francisco García Boyrie","Región Educativa de Caguas","false"
"7501","Instituto Tecnológico de Puerto Rico, Recinto de Guayama","Región Educativa de Caguas","false"
"7502","Escuela Guillermo Godreau Manatau","Región Educativa de Caguas","false"
"7503","Escuela Las Mareas","Región Educativa de Caguas","false"
"7504","Escuela Luis Muñoz Rivera - Salinas","Región Educativa de Caguas","false"
"7505","Escuela Parcelas Coco","Región Educativa de Caguas","false"
"7506","Escuela Rafael Esparra Cartagena","Región Educativa de Caguas","false"
"7507","Escuela Las Ochentas","Región Educativa de Caguas","false"
"7508","Escuela Francisco Mariano Quiñones","Región Educativa de Caguas","false"
"7509","Escuela Playita","Región Educativa de Caguas","false"
"7510","Escuela Victoria Santiago","Región Educativa de Caguas","false"
"7511","Escuela Román Baldorioty de Castro","Región Educativa de Caguas","false"
"7512","Escuela Segunda Unidad Coquí","Región Educativa de Caguas","false"
"7513","Escuela Segunda Unidad José Padín","Región Educativa de Caguas","false"
"7514","Escuela San Felipe","Región Educativa de Caguas","false"
"7515","Escuela Santiago R. Palmer","Región Educativa de Caguas","false"
"7516","Escuela Woodrow Wilson","Región Educativa de Caguas","false"
"7517","Escuela Stella Marquez","Región Educativa de Caguas","false"
"7518","Escuela Alberge Olímpico","Región Educativa de Caguas","false"
"7519","Escuela Intermedia Urbana Salinas","Región Educativa de Caguas","false"
"8564","Esc. de la Comunidad-Superior Urbana - Salinas","Región Educativa de Caguas","false"
"8576","Escuela Barrio Llanas Nueva","Región Educativa de Caguas","false"
"8573","Escuela Ana Hernández Usera","Región Educativa de Caguas","false"
"8580","Escuela Elemental Nueva Barrio Bordones","Región Educativa de Caguas","false"
"8584","Escuela Elemental Urbana Nueva","Región Educativa de Caguas","false"
"8595","Escuela de la Comunidad Vocacional Antolín Santos de Comerío","Región Educativa de Caguas","false"
"8596","Escuela Superior Vocacional Dra. María Socorro Lacot","Región Educativa de Caguas","false"
"8585","Escuela Especializada en Bellas Artes","Región Educativa de Humacao","false"
"8578","Escuela Elemental Jorge Rosario (Barrio Espino)","Región Educativa de Humacao","false"
"8594","Escuela Antonio Rosa Guzmán","Región Educativa de Humacao","false"
"8574","Escuela andrea Lebrón Ramos","Región Educativa de Humacao","false"
"8567","Esc. de la Comunidad-Natividad Rodríguez González - Arroyo","Región Educativa de Humacao","false"
"7520","Escuela Enrique Huyke","Región Educativa de Humacao","false"
"7521","Escuela José M. Massari","Región Educativa de Humacao","false"
"7522","Escuela José De Choudens","Región Educativa de Humacao","false"
"7523","Escuela Carmen Bozello De Huyke","Región Educativa de Humacao","false"
"7524","Escuela Cayetano Sánchez","Región Educativa de Humacao","false"
"7525","Escuela Jovita Manautou","Región Educativa de Humacao","false"
"7526","Escuela Beatríz Rodríguez","Región Educativa de Humacao","false"
"7527","Escuela Segunda Unidad Edmundo Del Valle","Región Educativa de Humacao","false"
"7528","Escuela Segunda Unidad José Horacio Cora","Región Educativa de Humacao","false"
"7529","Escuela Dolores González","Región Educativa de Humacao","false"
"7530","Escuela Nueva Elemental","Región Educativa de Humacao","false"
"7531","Escuela Maximina Méndez","Región Educativa de Humacao","false"
"7532","Escuela Celada Carretera","Región Educativa de Humacao","false"
"7533","Escuela Hato Nuevo","Región Educativa de Humacao","false"
"7534","Escuela Jaguas","Región Educativa de Humacao","false"
"7535","Escuela Luis Muñoz Rivera - Gurabo","Región Educativa de Humacao","false"
"7536","Escuela Matias González García","Región Educativa de Humacao","false"
"7537","Escuela Segunda Unidad Vidal Serrano","Región Educativa de Humacao","false"
"7538","Escuela Segunda Unidad Santa Rita","Región Educativa de Humacao","false"
"7539","Escuela Margarita Rivera De Janer","Región Educativa de Humacao","false"
"7540","Escuela Villa Marina","Región Educativa de Humacao","false"
"7541","Escuela Segunda Unidad Josefina Sitiriche","Región Educativa de Humacao","false"
"7542","Escuela Doctora Conchita Cuevas","Región Educativa de Humacao","false"
"7543","Escuela Ana Roque De Duprey","Región Educativa de Humacao","false"
"7544","Escuela Antonia Sáez","Región Educativa de Humacao","false"
"7545","Escuela Asunción Vallejo López","Región Educativa de Humacao","false"
"7546","Escuela Candido Berrios","Región Educativa de Humacao","false"
"7547","Escuela Antonio A. Roig","Región Educativa de Humacao","false"
"7548","Escuela Pepita López","Región Educativa de Humacao","false"
"7549","Escuela Doctor Víctor Rincón","Región Educativa de Humacao","false"
"7550","Escuela Mambiche Blanco II","Región Educativa de Humacao","false"
"7551","Escuela Juan De Dios López","Región Educativa de Humacao","false"
"7552","Escuela Manuel Surillo","Región Educativa de Humacao","false"
"7553","Escuela Padre Rivera","Región Educativa de Humacao","false"
"7554","Escuela Anton Ruíz","Región Educativa de Humacao","false"
"7555","Escuela Carmen Pilar Santos","Región Educativa de Humacao","false"
"7556","Escuela Segunda Unidad Luciano Ríos","Región Educativa de Humacao","false"
"7557","Escuela Segunda Unidad Cruz Ortiz Stella","Región Educativa de Humacao","false"
"7558","Escuela Segunda Unidad José Toro Ríos","Región Educativa de Humacao","false"
"7559","Escuela Francisco Isern Jiménez","Región Educativa de Humacao","false"
"7560","Escuela Adrian Medina","Región Educativa de Humacao","false"
"7561","Academia de Adultos","Región Educativa de Humacao","false"
"7562","Escuela Rufino Vigo","Región Educativa de Humacao","false"
"7563","Escuela 2da Unidad Rosa María Rosario de León","Región Educativa de Humacao","false"
"7564","Escuela Carlos Rivera Ufret","Región Educativa de Humacao","false"
"7565","Escuela Juan Ponce De León","Región Educativa de Humacao","false"
"7566","Escuela Segunda Unidad Agapito López Flores","Región Educativa de Humacao","false"
"7567","Escuela Petra Mercado Bougart","Región Educativa de Humacao","false"
"7568","Escuela Luz A. Cruz De Santana","Región Educativa de Humacao","false"
"7569","Escuela Villa Humacao","Región Educativa de Humacao","false"
"7570","Escuela Superior Vocacional","Región Educativa de Humacao","false"
"7571","Escuela Libre de Música","Región Educativa de Humacao","false"
"7572","Escuela Avelino Peña Reyes","Región Educativa de Humacao","false"
"7573","Escuela Agustín Dueño","Región Educativa de Humacao","false"
"7574","Escuela Pedro Bosh","Región Educativa de Humacao","false"
"7575","Escuela Laura Navarro","Región Educativa de Humacao","false"
"7576","Escuela Fulgencio Piñero Rodríguez","Región Educativa de Humacao","false"
"7577","Escuela Angel González","Región Educativa de Humacao","false"
"7578","Escuela Juana Sánchez","Región Educativa de Humacao","false"
"7579","Escuela Segunda Unidad Clara M. Aramburu","Región Educativa de Humacao","false"
"7580","Escuela Segunda Unidad Pedro Rivera Molina","Región Educativa de Humacao","false"
"7581","Escuela Teodomiro Delfaus","Región Educativa de Humacao","false"
"7582","Escuela Carmen Arzuaga De Rivera","Región Educativa de Humacao","false"
"7583","Escuela Alfonso Díaz Lebrón","Región Educativa de Humacao","false"
"7584","Escuela Isabel Flores","Región Educativa de Humacao","false"
"7585","Escuela José A. López Castro","Región Educativa de Humacao","false"
"7586","Escuela José Collazo Colón","Región Educativa de Humacao","false"
"7587","Escuela Camilo Valles Matienzo","Región Educativa de Humacao","false"
"7588","Escuela Francisco Torres","Región Educativa de Humacao","false"
"7589","Escuela Carmen Benítez","Región Educativa de Humacao","false"
"7590","Escuela Fernando Roig Y Anexo","Región Educativa de Humacao","false"
"7591","Escuela José De Diego","Región Educativa de Humacao","false"
"7592","Escuela La Fermina","Región Educativa de Humacao","false"
"7593","Escuela Luis Muñoz Rivera - Las Piedras","Región Educativa de Humacao","false"
"7594","Escuela Matias Rivera","Región Educativa de Humacao","false"
"7595","Escuela Milagros Marcano","Región Educativa de Humacao","false"
"7596","Escuela Ramón Power Y Giralt","Región Educativa de Humacao","false"
"7597","Escuela Benito Medina","Región Educativa de Humacao","false"
"7598","Escuela Santiago Torres","Región Educativa de Humacao","false"
"7599","Escuela Leonicio Meléndez","Región Educativa de Humacao","false"
"7600","Escuela Florencia García","Región Educativa de Humacao","false"
"7601","Escuela Matuyas Bajo","Región Educativa de Humacao","false"
"7602","Escuela Segunda Unidad Higinio Figueroa Villegas","Región Educativa de Humacao","false"
"7603","Escuela Calzada","Región Educativa de Humacao","false"
"7604","Escuela Alfonso Casta Martínez (Intermedio)","Región Educativa de Humacao","false"
"7605","Escuela 2da Unidad Manuel Ortiz Suya-Maunabo","Región Educativa de Humacao","false"
"7606","Escuela Alfonso Casta Martínez (Superior)","Región Educativa de Humacao","false"
"7607","Escuela Elemental Urbana","Región Educativa de Humacao","false"
"7608","Escuela María Dávila Semidey","Región Educativa de Humacao","false"
"7609","Escuela Josefina Muñoz De Bernier","Región Educativa de Humacao","false"
"7610","Escuela Cecilio Lebrón Ramos","Región Educativa de Humacao","false"
"7611","Escuela Lamboglia","Región Educativa de Humacao","false"
"7612","Escuela Cirilo Santiago Plaud","Región Educativa de Humacao","false"
"7613","Escuela Marín Abajo","Región Educativa de Humacao","false"
"7614","Escuela Tomás Vera Ayala","Región Educativa de Humacao","false"
"7615","Escuela Guillermo Riefkhol","Región Educativa de Humacao","false"
"7616","Escuela María Milagros Ortiz García","Región Educativa de Humacao","false"
"7617","Escuela Quebrada Arriba 2","Región Educativa de Humacao","false"
"7618","Escuela Segunda Unidad Joaquín Parrilla","Región Educativa de Humacao","false"
"7619","Escuela Segunda Unidad Manuel Medina Moret","Región Educativa de Humacao","false"
"7620","Escuela Eugenio María De Hostos - San Lorenzo","Región Educativa de Humacao","false"
"7621","Escuela El Parque","Región Educativa de Humacao","false"
"7622","Escuela Luis Muñoz Rivera - San Lorenzo","Región Educativa de Humacao","false"
"7623","Escuela Espino KM 12","Región Educativa de Humacao","false"
"7624","Escuela Manuel Cruz","Región Educativa de Humacao","false"
"7625","Escuela José Rosario","Región Educativa de Humacao","false"
"7626","Escuela Gerardo Sellés Solá","Región Educativa de Humacao","false"
"7627","Escuela Segunda Unidad Jagual Adentro","Región Educativa de Humacao","false"
"7628","Escuela Jagual Km 7","Región Educativa de Humacao","false"
"7629","Escuela Josefa Domingo","Región Educativa de Humacao","false"
"7630","Escuela Carmelo Figueroa","Región Educativa de Humacao","false"
"7631","Escuela Quemados","Región Educativa de Humacao","false"
"7632","Escuela Segunda Unidad Carlos Zayas","Región Educativa de Humacao","false"
"7633","Escuela Quebrada Honda","Región Educativa de Humacao","false"
"7634","Escuela José Campeche","Región Educativa de Humacao","false"
"7635","Escuela Luis Muñoz Rivera (vieja) San Lorenzo","Región Educativa de Humacao","false"
"7636","Escuela Generoso Morales Muñoz","Región Educativa de Humacao","false"
"7637","Escuela Hato Parcelas","Región Educativa de Humacao","false"
"7638","Escuela María Cruz Buitrago","Región Educativa de Humacao","false"
"7639","Escuela Doctora María T. Delgado De Marcano","Región Educativa de Humacao","false"
"7640","Escuela Segunda Unidad Asunción Lugo","Región Educativa de Humacao","false"
"7641","Escuela Francisco Sustache","Región Educativa de Humacao","false"
"7642","Escuela Segunda Unidad Rogelio Rosado","Región Educativa de Humacao","false"
"7643","Escuela Rosa Sánchez Vargas","Región Educativa de Humacao","false"
"7644","Escuela Calabaza Arriba","Región Educativa de Humacao","false"
"7645","Escuela Marta Sánchez","Región Educativa de Humacao","false"
"7646","Escuela Rosa Costa Valdivieso","Región Educativa de Humacao","false"
"7647","Escuela Segunda Unidad Manuel Ortiz - Yabucoa","Región Educativa de Humacao","false"
"7648","Escuela José F. Cintrón Y Anexo","Región Educativa de Humacao","false"
"7649","Escuela Martorell","Región Educativa de Humacao","false"
"7650","Escuela Federico Mathew","Región Educativa de Humacao","false"
"7651","Escuela Eugenio María De Hostos - Humacao","Región Educativa de Humacao","false"
"7652","Escuela Catalina Morales","Región Educativa de Humacao","false"
"7653","Escuela Segunda Unidad Andrés Sandin","Región Educativa de Humacao","false"
"7654","Escuela Segunda Unidad Andrés Soto Quiñones","Región Educativa de Humacao","false"
"7655","Escuela Segunda Unidad Marcos Sánchez","Región Educativa de Humacao","false"
"7656","Escuela Segunda Unidad Cristobal Del Campo","Región Educativa de Humacao","false"
"7657","Escuela Segunda Unidad Jesús T Sanabria Cruz","Región Educativa de Humacao","false"
"7658","Escuela Teodoro Aguilar Mora","Región Educativa de Humacao","false"
"7659","Escuela Jaime C. Rodríguez","Región Educativa de Humacao","false"
"7660","Escuela Juan B. Huyke","Región Educativa de Humacao","false"
"7661","Escuela Luis Muñoz Marín","Región Educativa de Humacao","false"
"8541","Escuela Nueva Escuela Elemental Barrio Mariana","Región Educativa de Humacao","false"
"8542","Escuela Nueva Escuela Elemental José D. Zayas","Región Educativa de Humacao","false"
"8543","Escuela Intermedia Urbana Nueva","Región Educativa de Humacao","false"
"8544","Escuela Francisco Zenón Gely","Región Educativa de Humacao","false"
"8545","Escuela Superior Urbana","Región Educativa de Humacao","false"
"8546","Escuela Ramón Quiñones Medina (Nueva Superior)","Región Educativa de Humacao","false"
"8547","Escuela Intermedia Nueva","Región Educativa de Mayagüez","false"
"8548","Escuela Elemental Nueva","Región Educativa de Mayagüez","false"
"8549","Escuela Intermedia Urbana Nueva","Región Educativa de Mayagüez","false"
"8550","Escuela Nueva Escuela Superior","Región Educativa de Mayagüez","false"
"8551","Escuela Nueva Escuela Superior Vocacional","Región Educativa de Mayagüez","false"
"7802","Escuela Aurea Fuentes Méndez","Región Educativa de Mayagüez","false"
"7803","Escuela Francisco Lugo Rosa","Región Educativa de Mayagüez","false"
"7804","Escuela Juana B. Guzmán","Región Educativa de Mayagüez","false"
"7805","Escuela Gillermo Carde","Región Educativa de Mayagüez","false"
"7806","Escuela Joaquín Oronoz Rodón","Región Educativa de Mayagüez","false"
"7807","Escuela Minima Oronoz","Región Educativa de Mayagüez","false"
"7808","Escuela Narciso Rabell Cabrero","Región Educativa de Mayagüez","false"
"7809","Escuela Perchas Rosario","Región Educativa de Mayagüez","false"
"7810","Escuela Agustín Acevedo Hernández","Región Educativa de Mayagüez","false"
"7811","Escuela Ramón M. Torres","Región Educativa de Mayagüez","false"
"7812","Escuela María S. Del Río","Región Educativa de Mayagüez","false"
"7813","Escuela 2da Unidad Bernando Méndez Jiménez","Región Educativa de Mayagüez","false"
"7814","Escuela Juan Cardona Rodríguez","Región Educativa de Mayagüez","false"
"7815","Escuela Segunda Unidad Máximino A. Salas","Región Educativa de Mayagüez","false"
"7816","Escuela Segunda Unidad Carmelo Serrano Cubano","Región Educativa de Mayagüez","false"
"7817","Escuela Manuel Méndez Liciaga","Región Educativa de Mayagüez","false"
"7818","Escuela Julio Cancel Fagundo","Región Educativa de Mayagüez","false"
"7819","Escuela Julio Cancel (Anexo)","Región Educativa de Mayagüez","false"
"7820","Escuela Perchas Rabel I","Región Educativa de Mayagüez","false"
"7821","Escuela Emilio Scharon Rodríguez","Región Educativa de Mayagüez","false"
"7822","Escuela Ernestina Méndez","Región Educativa de Mayagüez","false"
"7823","Escuela Patria Latorre","Región Educativa de Mayagüez","false"
"7662","Escuela Arsenio Martínez","Región Educativa de Mayagüez","false"
"7663","Escuela Doctor Carlos González","Región Educativa de Mayagüez","false"
"7664","Escuela Segunda Unidad Juan B. Soto","Región Educativa de Mayagüez","false"
"7665","Escuela Gregorio Rodríguez Orama","Región Educativa de Mayagüez","false"
"7666","Escuela Manuel Morales Feliciano","Región Educativa de Mayagüez","false"
"7667","Escuela Padre Pablo Gutiérrez","Región Educativa de Mayagüez","false"
"7668","Academia Adultos Isidoro Aleres","Región Educativa de Mayagüez","false"
"7669","Escuela Eugenio González González","Región Educativa de Mayagüez","false"
"7670","Escuela Antonio Sánchez Ruíz","Región Educativa de Mayagüez","false"
"7671","Escuela José González Ruíz","Región Educativa de Mayagüez","false"
"7672","Escuela Anselmo Villarrubia","Región Educativa de Mayagüez","false"
"7673","Escuela Aquilino Cabán","Región Educativa de Mayagüez","false"
"7674","Escuela Petra Valle Villanueva","Región Educativa de Mayagüez","false"
"7675","Escuela María L. Jiménez López","Región Educativa de Mayagüez","false"
"7676","Escuela Juan Lino Santiago","Región Educativa de Mayagüez","false"
"7677","Escuela Segunda Unidad Martin Hernández","Región Educativa de Mayagüez","false"
"7678","Escuela Segunda Unidad Epifanio Estrada","Región Educativa de Mayagüez","false"
"7679","Centro Vocacional Especial","Región Educativa de Mayagüez","false"
"7680","Escuela Zoilo Cajigas Sotomayor","Región Educativa de Mayagüez","false"
"7681","Escuela Eladio Tirado López","Región Educativa de Mayagüez","false"
"7682","Escuela Lydia Meléndez","Región Educativa de Mayagüez","false"
"7683","Escuela Doctor Agustín Stahl","Región Educativa de Mayagüez","false"
"7684","Escuela Elemental Cabán","Región Educativa de Mayagüez","false"
"7685","Escuela José De Diego","Región Educativa de Mayagüez","false"
"7686","Escuela Homero Rivera Sola","Región Educativa de Mayagüez","false"
"7687","Escuela Elemental Rafael Cordero","Región Educativa de Mayagüez","false"
"7688","Escuela Carmen Gómez Tejera","Región Educativa de Mayagüez","false"
"7689","Escuela Eladio J. Vega","Región Educativa de Mayagüez","false"
"7690","Escuela Ramón Rodríguez","Región Educativa de Mayagüez","false"
"7691","Escuela Doctor Rafael Del Valle","Región Educativa de Mayagüez","false"
"7692","Escuela Intermedia José De Diego","Región Educativa de Mayagüez","false"
"7693","Escuela Lucia Cubero","Región Educativa de Mayagüez","false"
"7694","Escuela Manuel Corchado","Región Educativa de Mayagüez","false"
"7695","Escuela Rafael Fabián","Región Educativa de Mayagüez","false"
"7696","Escuela José Acevedo Alvarez","Región Educativa de Mayagüez","false"
"7697","Escuela Segunda Unidad Adams","Región Educativa de Mayagüez","false"
"7698","Escuela Luis Muñoz Rivera - Aguadilla","Región Educativa de Mayagüez","false"
"7699","Escuela Intermedia Antonio Badillo Hernández","Región Educativa de Mayagüez","false"
"7700","Escuela Ana Javariz","Región Educativa de Mayagüez","false"
"7701","Escuela Extensión Borinquen","Región Educativa de Mayagüez","false"
"7702","Escuela Salvador Fuentes","Región Educativa de Mayagüez","false"
"7703","Centro Pre-Vocacional","Región Educativa de Mayagüez","false"
"7704","Escuela Benito Cerezo Márquez","Región Educativa de Mayagüez","false"
"7705","Escuela Esther Feliciano Mendoza","Región Educativa de Mayagüez","false"
"7706","Escuela Antonio Badillo Hernández","Región Educativa de Mayagüez","false"
"7707","Escuela Juan Suárez Pelegrina","Región Educativa de Mayagüez","false"
"7708","Escuela Alcides Figueroa","Región Educativa de Mayagüez","false"
"7709","Escuela Antonio González Suárez","Región Educativa de Mayagüez","false"
"7710","Escuela Espino - Añasco","Región Educativa de Mayagüez","false"
"7711","Escuela Isabel Suárez","Región Educativa de Mayagüez","false"
"7712","Escuela Ovejas","Región Educativa de Mayagüez","false"
"7713","Escuela Parcelas María","Región Educativa de Mayagüez","false"
"7714","Escuela Mariana Bracetti","Región Educativa de Mayagüez","false"
"7715","Escuela Segunda Unidad Playa","Región Educativa de Mayagüez","false"
"7716","Escuela Quebrada Larga","Región Educativa de Mayagüez","false"
"7717","Escuela Luis Muñoz Marín","Región Educativa de Mayagüez","false"
"7718","Escuela Carmen Casasus Marti","Región Educativa de Mayagüez","false"
"7719","Escuela Girardo González","Región Educativa de Mayagüez","false"
"7720","Escuela Segundo Ruíz Belvis - Hormigueros","Región Educativa de Mayagüez","false"
"7721","Escuela Rafael Hernández","Región Educativa de Mayagüez","false"
"7722","Escuela Miguel A. Rivera","Región Educativa de Mayagüez","false"
"7723","Escuela Ana Pagán De Rodríguez","Región Educativa de Mayagüez","false"
"7724","Escuela Segunda Unidad Alfredo Dorrington","Región Educativa de Mayagüez","false"
"7725","Escuela Ramón E. Rodríguez Díaz","Región Educativa de Mayagüez","false"
"7726","Escuela Bryan","Región Educativa de Mayagüez","false"
"7727","Escuela Bucarabones","Región Educativa de Mayagüez","false"
"7728","Escuela Consumo","Región Educativa de Mayagüez","false"
"7729","Escuela Eugenio María De Hostos","Región Educativa de Mayagüez","false"
"7730","Escuela Espino - Las Marías","Región Educativa de Mayagüez","false"
"7731","Escuela Segunda Unidad Lauro González Hijo","Región Educativa de Mayagüez","false"
"7732","Escuela Fortunato Jorge Cardona","Región Educativa de Mayagüez","false"
"7733","Escuela Eva Y Patria Custodio","Región Educativa de Mayagüez","false"
"7734","Escuela Luis Santaliz Capestany","Región Educativa de Mayagüez","false"
"7735","Escuela Eugenio María De Hostos","Región Educativa de Mayagüez","false"
"7736","Escuela Federico Asenjo","Región Educativa de Mayagüez","false"
"7737","Escuela Castillo","Región Educativa de Mayagüez","false"
"8577","Centro de Adiestramiento y Bellas Artes","Región Educativa de Mayagüez","false"
"8591","escuela sergio ramírez de Arellano","Región Educativa de Mayagüez","false"
"8582","Escuela Nueva Elemental Urbana","Región Educativa de Mayagüez","false"
"7738","Escuela Charles T. Irizarry","Región Educativa de Mayagüez","false"
"7739","Escuela Cuesta De Piedras","Región Educativa de Mayagüez","false"
"7740","Escuela Doctor Pedro Perea Fajardo","Región Educativa de Mayagüez","false"
"7741","Escuela Segundo Ruíz Belvis - Mayaguez","Región Educativa de Mayagüez","false"
"7742","Escuela Ernesto Ramos Antonini","Región Educativa de Mayagüez","false"
"7743","Escuela David G. Farragut","Región Educativa de Mayagüez","false"
"7744","Escuela Francisco Baco Soria","Región Educativa de Mayagüez","false"
"7745","Escuela Francisco Vicenty","Región Educativa de Mayagüez","false"
"7746","Escuela Franklin D. Roosevelt","Región Educativa de Mayagüez","false"
"7747","Escuela Superior José De Diego","Región Educativa de Mayagüez","false"
"7748","Escuela José Gautiér Benítez","Región Educativa de Mayagüez","false"
"7749","Escuela 2da Unidad Felisa Rincón De Gauthier","Región Educativa de Mayagüez","false"
"7750","Escuela Luis Muñoz Rivera - Mayaguez","Región Educativa de Mayagüez","false"
"7751","Escuela Malezas","Región Educativa de Mayagüez","false"
"7752","Escuela Manuel A. Barreto","Región Educativa de Mayagüez","false"
"7753","Escuela Manuel Fernández Juncos","Región Educativa de Mayagüez","false"
"7754","Escuela Mariano Riera Palmer","Región Educativa de Mayagüez","false"
"7755","Escuela Miradero II","Región Educativa de Mayagüez","false"
"7756","Escuela La Soledad","Región Educativa de Mayagüez","false"
"7757","Escuela Cruces","Región Educativa de Mayagüez","false"
"7758","Escuela Rafael Martínez Nadal","Región Educativa de Mayagüez","false"
"7759","Escuela Ramón Valle Seda","Región Educativa de Mayagüez","false"
"7760","Escuela Río Cañas Arriba","Región Educativa de Mayagüez","false"
"7761","Escuela Consuelo Pérez Cintrón","Región Educativa de Mayagüez","false"
"7762","Escuela Sabanetas Mani","Región Educativa de Mayagüez","false"
"7763","Escuela Theodore Rosevelt","Región Educativa de Mayagüez","false"
"7764","Escuela María Dolores Faria","Región Educativa de Mayagüez","false"
"7765","Escuela Croem","Región Educativa de Mayagüez","false"
"7766","Escuela Mar Y Sol","Región Educativa de Mayagüez","false"
"7767","Escuela Concordia","Región Educativa de Mayagüez","false"
"7768","Escuela María Luisa Arcelay","Región Educativa de Mayagüez","false"
"7769","Centro De Servicios Educativos","Región Educativa de Mayagüez","false"
"7770","Escuela Elpidio H. Rivera","Región Educativa de Mayagüez","false"
"7771","Centro Estimulación Temprana","Región Educativa de Mayagüez","false"
"7772","Escuela Esteban Rosado Báez","Región Educativa de Mayagüez","false"
"7773","Escuela Río Cañas Abajo","Región Educativa de Mayagüez","false"
"7774","Escuela Adolfo Babilonia","Región Educativa de Mayagüez","false"
"7775","Escuela Segunda Unidad Aristides Maisonave","Región Educativa de Mayagüez","false"
"7776","Escuela Antonio S. Pedreira","Región Educativa de Mayagüez","false"
"7777","Escuela Capa Bosques","Región Educativa de Mayagüez","false"
"7778","Escuela Cerro Gordo Laos","Región Educativa de Mayagüez","false"
"7779","Escuela Cerro Gordo Medina","Región Educativa de Mayagüez","false"
"7780","Escuela George Washington","Región Educativa de Mayagüez","false"
"7781","Escuela La Loma","Región Educativa de Mayagüez","false"
"7782","Escuela Basilio Charneco","Región Educativa de Mayagüez","false"
"7783","Escuela Marías III","Región Educativa de Mayagüez","false"
"7784","Escuela Julio Babilonia","Región Educativa de Mayagüez","false"
"7785","Escuela Tomás Vera Ayala","Región Educativa de Mayagüez","false"
"7786","Escuela Juan De Dios Quiñones","Región Educativa de Mayagüez","false"
"7787","Escuela Segunda Unidad Cuchillas","Región Educativa de Mayagüez","false"
"7788","Escuela Doctor Efraín Sánchez Hidalgo","Región Educativa de Mayagüez","false"
"7789","Escuela Marcelino Rodríguez","Región Educativa de Mayagüez","false"
"7790","Escuela Jorge Seda Crespo","Región Educativa de Mayagüez","false"
"7791","Escuela Maestro Gandía","Región Educativa de Mayagüez","false"
"7792","Escuela Genoveva Pérez","Región Educativa de Mayagüez","false"
"7793","Escuela Conrado Rodríguez","Región Educativa de Mayagüez","false"
"7794","Escuela Juan Ruíz Pedroza","Región Educativa de Mayagüez","false"
"7795","Escuela Manuel González Melo","Región Educativa de Mayagüez","false"
"7796","Escuela Octavio Cumpiano","Región Educativa de Mayagüez","false"
"7797","Escuels Manuel García Pérez","Región Educativa de Mayagüez","false"
